Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Players,Away Players
22/23,Round 18,07/01/23,Beşiktaş,Kasımpaşa,2,1,6.94,6.73,4-4-2,5-3-2,M. Günok; T. Bingöl; Welinton; T. T. Sanuç; A. Masuaku; N. Redmond; G. Fernandes; S. Uçan; G. N'Koudou; W. Weghorst; (c) C. Tosun,E. Taşkıran; F. Hadergjonaj; D. Graovac; R. Donk; Y. Özcan; M. B. Ouanes; M. Tirpan; A. Kara; V. Eysseric; M. Fall; (c) H. Hajradinović
22/23,Round 18,08/01/23,Karagümrük,Konyaspor,3,3,6.58,6.95,4-3-3,4-2-3-1,B. A. Şen; D. Biraschi; R. Baniya; I. Drešević; M. Mercan; O. Shukurov; M. Ricci; M. Ozdoev; E. Colley; M. Diagne; (c) F. Borini,E. Erentürk; A. Oğuz; A. Demirbağ; F. Calvo; G. H. Sityá; O. Ülgün; (c) A. Hadžiahmetović; A. d. Silva; E. Çekiçi; K. Michalak; M. B. Diouf
22/23,Round 18,08/01/23,Giresunspor,Ümraniyespor,0,1,6.97,7.04,4-4-2,4-1-4-1,(c) O. Piri; H. Bilazer; R. Arias; A. Pérez; A. Uludağ; Serginho; R. Mejía; J. Campuzano; B. Sainz; B. Kuwas; R. Bajić,S. Kırıntılı; S. Popov; I. Sackey; (c) T. Glumac; O. Atasayar; K. K. Yılmaz; Geraldo; D. Avounou; O. Gürbulak; V. Gheorghe; M. U. Nayir
22/23,Round 18,08/01/23,Ankaragücü,Kayserispor,2,1,6.98,6.65,4-1-4-1,4-1-4-1,B. H. Güngördü; K. Malcuit; U. Radaković; N. Mujakić; Marlon; L. Diack; G. Beridze; T. Antalyalı; (c) T. Ciğerci; E. Kılınç; A. Sowe,B. Bayazit; O. Bulut; D. Kolovetsios; A. Kocaman; L. Carole; Campanharo; G. Sazdağı; O. Kemen; M. Cardoso; C. Mané; (c) İ. Parlak
22/23,Round 18,08/01/23,Fenerbahçe,Galatasaray,0,3,6.48,7.1,3-4-2-1,4-2-3-1,(c) A. Bayındır; S. Aziz; Gustavo Henrique; A. Szalai; B. Osayi-Samuel; M. Crespo; Willian Arão; F. Kadıoğlu; D. Rossi; J. King; M. Batshuayi,(c) F. Muslera; S. Boey; V. Nelsson; A. Bardakcı; L. Dubois; S. Oliveira; B. Kutlu; M. Rashica; D. Mertens; K. Aktürkoğlu; B. A. Yılmaz
22/23,Round 18,09/01/23,Başakşehir,Adana DS,2,1,6.86,6.81,4-1-4-1,4-2-2-2,V. Babacan; Ö. A. Şahiner; L. Duarte; A. Touba; L. Lima; (c) M. Tekdemir; D. Türüç; Y. Ndayishimiye; B. Özcan; S. Gürler; S. Okaka,E. Özbir; J. Svensson; S. Akaydın; S. Güler; K. Rodrigues; (c) B. Stambouli; B. Ndiaye; Y. Sarı; H. Onyekuru; Y. Belhanda; E. Akbaba
22/23,Round 18,09/01/23,Alanyaspor,Trabzonspor,5,0,7.14,6.46,3-4-2-1,4-1-4-1,R. Rúnarsson; F. Aksoy; F. Bayır; J. Balkovec; Z. Ferhat; U. Güneş; A. Lusamba; P. Pereira; (c) E. Karaca; E. Bekiroğlu; A. Hassan,(c) U. Çakır; J. Stryger Larsen; J. Gbamin; V. Hugo; E. Elmalı; M. Siopis; M. Trézéguet; A. Ömür; A. Bakasetas; N. Ünüvar; U. Bozok
22/23,Round 18,09/01/23,İstanbulspor,Gaziantep,1,1,6.75,6.79,4-2-3-1,4-2-3-1,D. Jensen; D. Duhaney; M. Yeşil; O. Erdoğan; T. D. Aksu; M. Kabasakal; M. Sarıkaya; E. K. Gültekin; J. Topalli; V. Ethemi; (c) İ. Yilmaz,(c) G. Güvenç; S. Kitsiou; E. Ersoy; P. Djilobodji; H. I. Pehlivan; M. Jevtović; A. Merkel; Á. Sagal; F. Soyalp; V. Veliu; J. Figueiredo
22/23,Round 17,03/01/23,Ümraniyespor,Hatayspor,2,2,6.62,6.69,4-3-3,4-2-3-1,S. Kırıntılı; S. Popov; Allyson; (c) T. Glumac; O. Atasayar; O. Gürbulak; I. Sackey; D. Avounou; V. Gheorghe; M. U. Nayir; Y. D. Valle,E. Kardeşler; (c) K. A. Çörekçi; O. Vranješ; S. Falette; K. Kanak; O. Ergün; R. Aabid; A. E. Kaabi; R. Ribeiro; S. Lobjanidze; B. Yıldırım
22/23,Round 17,03/01/23,Antalyaspor,Fenerbahçe,1,2,6.79,6.67,3-4-1-2,4-4-2,M. A. Uysal; (c) V. Sarı; Ö. Toprak; C. Sertel; B. Balcı; Fernando; U. Akyol; G. Vural; Fredy; L. Adriano; H. Wright,(c) A. Bayındır; B. Osayi-Samuel; S. Aziz; A. Szalai; F. Kadıoğlu; D. Rossi; Willian Arão; M. Crespo; Lincoln; M. Batshuayi; J. King
22/23,Round 17,04/01/23,Kasımpaşa,Alanyaspor,4,1,7.06,6.56,3-4-3,3-4-2-1,E. Taşkıran; (c) T. Serbest; R. Donk; Y. Özcan; F. Hadergjonaj; A. Kara; V. Eysseric; A. Engin; M. B. Ouanes; H. Hajradinović; M. Fall,R. Rúnarsson; F. Bayır; L. Fer; F. Aksoy; D. Candeias; U. Güneş; A. Lusamba; Y. Özdemir; (c) E. Karaca; I. Cavaleiro; A. Hassan
22/23,Round 17,04/01/23,Kayserispor,Karagümrük,2,4,6.54,6.73,3-4-1-2,4-3-3,B. Bayazit; M. Hosseini; D. Kolovetsios; L. Carole; O. Bulut; A. Karimi; (c) B. Mensah; M. Cardoso; O. Kemen; M. Pektemek; M. Gavranović,B. A. Şen; D. Biraschi; R. Baniya; I. Drešević; M. Mercan; O. Shukurov; M. Ricci; M. Ozdoev; J. Kouassi; M. Diagne; (c) F. Borini
22/23,Round 17,04/01/23,Galatasaray,Ankaragücü,2,1,6.99,6.6,4-2-3-1,4-1-4-1,(c) F. Muslera; L. Dubois; V. Nelsson; A. Bardakcı; P. v. Aanholt; B. Kutlu; F. Midtsjø; B. A. Yılmaz; D. Mertens; M. Rashica; B. Gomis,B. H. Güngördü; K. Malcuit; U. Radaković; N. Mujakić; Marlon; L. Diack; E. Kılınç; T. Antalyalı; (c) G. Zahid; A. Chatzigiovanis; A. Sowe
22/23,Round 17,04/01/23,Konyaspor,Sivasspor,2,2,6.71,6.81,4-4-2,4-3-3,E. Erentürk; A. Oğuz; A. Demirbağ; F. Calvo; G. H. Sityá; A. d. Silva; (c) A. Hadžiahmetović; B. Paz; K. Michalak; M. Demir; M. B. Diouf,A. Ş. Vural; R. Yalçın; D. Goutas; C. Osmanpaşa; (c) Z. Erdal; H. Arslan; K. Keïta; F. Ulvestad; C. N'Jie; K. Angielski; M. Gradel
22/23,Round 17,05/01/23,Gaziantep,Başakşehir,1,1,6.83,7.0,4-2-3-1,4-1-4-1,(c) G. Güvenç; S. Kitsiou; E. Ersoy; P. Djilobodji; H. I. Pehlivan; M. Jevtović; A. Merkel; M. Eskihellaç; A. Maxim; V. Veliu; J. Figueiredo,(c) V. Babacan; Ö. A. Şahiner; L. Duarte; A. Touba; L. Lima; Y. Ndayishimiye; D. Türüç; D. Aleksić; B. Özcan; S. Gürler; S. Okaka
22/23,Round 17,05/01/23,Adana DS,İstanbulspor,6,0,7.36,6.2,4-4-2,4-1-4-1,E. Özbir; J. Svensson; J. Manev; S. Güler; K. Rodrigues; Y. Sarı; (c) G. Inler; B. Ndiaye; H. Onyekuru; Y. Belhanda; F. Gulbrandsen,D. Jensen; D. Duhaney; M. Ologo; O. Erdoğan; T. D. Aksu; M. Kabasakal; E. K. Gültekin; M. Sarıkaya; (c) E. Rroca; V. Ethemi; İ. Yilmaz
22/23,Round 17,05/01/23,Trabzonspor,Giresunspor,3,0,7.06,6.66,4-1-4-1,4-3-3,(c) U. Çakır; J. Stryger Larsen; J. Gbamin; V. Hugo; E. Elmalı; M. Siopis; A. Ömür; A. Bakasetas; E. Bardhi; M. Trézéguet; M. Gómez,(c) O. Piri; H. Bilazer; R. Arias; A. Pérez; A. Uludağ; G. Sağlam; J. Campuzano; R. Mejía; B. Kuwas; R. Bajić; Serginho
22/23,Round 16,27/12/22,Başakşehir,Antalyaspor,2,0,6.95,6.46,4-1-4-1,4-2-3-1,V. Babacan; Ş. Özbayraklı; Y. Ndayishimiye; L. Duarte; L. Lima; (c) M. Tekdemir; S. Gürler; D. Aleksić; B. Özcan; M. Chouiar; S. Okaka,M. A. Uysal; B. Balcı; Ö. Toprak; (c) F. Kudryashov; C. Sertel; U. Akyol; S. Aydoğdu; G. Bayrakdar; L. Adriano; H. Ghacha; H. Wright
22/23,Round 16,27/12/22,Ankaragücü,Ümraniyespor,1,2,6.79,6.93,4-1-4-1,4-3-3,B. H. Güngördü; K. Malcuit; U. Radaković; N. Mujakić; Y. Güreler; (c) T. Ciğerci; E. Kılınç; G. Zahid; Pedrinho; Jesé; A. Sowe,S. Kırıntılı; S. Popov; Allyson; (c) T. Glumac; O. Atasayar; S. Göksu; I. Sackey; D. Avounou; Geraldo; M. U. Nayir; Y. D. Valle
22/23,Round 16,27/12/22,Fenerbahçe,Hatayspor,4,0,7.25,6.44,4-4-2,4-2-3-1,(c) A. Bayındır; B. Osayi-Samuel; Gustavo Henrique; A. Szalai; F. Kadıoğlu; İ. C. Kahveci; M. Zajc; Willian Arão; D. Rossi; M. Batshuayi; J. King,E. Kardeşler; (c) K. A. Çörekçi; O. Vranješ; B. Öksüz; S. Adekugbe; O. Ergün; R. Aabid; A. E. Kaabi; R. Ribeiro; S. Lobjanidze; Z. Luís
22/23,Round 16,28/12/22,Alanyaspor,Kayserispor,3,1,6.97,6.59,3-4-2-1,3-4-1-2,R. Rúnarsson; F. Bayır; L. Fer; F. Aksoy; D. Candeias; U. Güneş; A. Lusamba; Y. Özdemir; (c) E. Karaca; I. Cavaleiro; A. Hassan,B. Bayazit; O. Bulut; D. Kolovetsios; L. Carole; G. Sazdağı; Campanharo; (c) B. Mensah; M. Cardoso; R. Civelek; E. Başsan; M. Gavranović
22/23,Round 16,28/12/22,İstanbulspor,Kasımpaşa,2,1,6.86,6.69,4-1-4-1,4-2-3-1,D. Jensen; D. Duhaney; M. Ologo; O. Erdoğan; T. D. Aksu; M. Kabasakal; E. K. Gültekin; M. Sarıkaya; (c) E. Rroca; V. Ethemi; İ. Yilmaz,E. Taşkıran; F. Hadergjonaj; J. Bruma; (c) T. Serbest; R. Petretta; M. Tirpan; V. Eysseric; M. Fall; B. Celina; M. B. Ouanes; B. Koita
22/23,Round 16,28/12/22,Karagümrük,Trabzonspor,4,1,7.02,6.54,4-3-3,4-1-4-1,B. A. Şen; D. Biraschi; R. Baniya; I. Drešević; M. Mercan; O. Shukurov; M. Ricci; M. Ozdoev; E. Colley; M. Diagne; (c) F. Borini,(c) U. Çakır; H. Türkmen; M. Bartra; V. Hugo; E. Elmalı; M. Siopis; E. Višća; A. Ömür; A. Bakasetas; M. Trézéguet; M. Gómez
22/23,Round 16,29/12/22,Giresunspor,Gaziantep,2,1,6.9,6.76,4-2-2-2,4-2-3-1,(c) O. Piri; H. Bilazer; R. Arias; A. Pérez; A. Uludağ; G. Sağlam; R. Mejía; Serginho; B. Sainz; R. Bajić; B. Kuwas,(c) G. Güvenç; S. Kitsiou; A. Kızıldağ; P. Djilobodji; M. Hanousek; F. Soyalp; A. Merkel; M. Eskihellaç; A. Maxim; V. Veliu; J. Figueiredo
22/23,Round 16,29/12/22,Sivasspor,Galatasaray,1,2,6.84,6.76,4-3-3,4-2-3-1,A. Ş. Vural; R. Yalçın; D. Goutas; C. Osmanpaşa; (c) U. Çiftçi; D. Saba; K. Keïta; F. Ulvestad; A. Musa; M. Yatabaré; E. Yeşilyurt,(c) F. Muslera; S. Boey; V. Nelsson; A. Bardakcı; P. v. Aanholt; B. Kutlu; S. Oliveira; M. Rashica; D. Mertens; K. Aktürkoğlu; B. Gomis
22/23,Round 16,29/12/22,Beşiktaş,Adana DS,1,0,7.2,6.71,4-2-3-1,4-4-2,M. Günok; V. Rosier; Welinton; T. T. Sanuç; A. Masuaku; S. Uçan; (c) Souza; C. Tosun; G. Fernandes; G. N'Koudou; W. Weghorst,E. Özbir; J. Svensson; S. Akaydın; S. Güler; K. Rodrigues; F. Gulbrandsen; (c) B. Stambouli; B. Ndiaye; H. Onyekuru; E. Akbaba; Y. Belhanda
22/23,Round 15,23/12/22,Antalyaspor,Ankaragücü,0,2,6.56,7.1,4-2-3-1,4-1-4-1,M. A. Uysal; B. Balcı; (c) V. Sarı; Ö. Toprak; G. Vural; Fernando; U. Akyol; H. Ghacha; L. Adriano; S. Larsson; H. Wright,B. H. Güngördü; K. Malcuit; U. Radaković; N. Mujakić; Y. Güreler; (c) T. Ciğerci; E. Kılınç; T. Antalyalı; Pedrinho; G. Beridze; A. Sowe
22/23,Round 15,23/12/22,Ümraniyespor,Başakşehir,1,3,6.64,6.9,4-3-3,4-1-4-1,S. Kırıntılı; S. Popov; Allyson; M. Eser; O. Atasayar; (c) S. Göksu; I. Sackey; D. Avounou; Geraldo; M. U. Nayir; Y. D. Valle,V. Babacan; Ş. Özbayraklı; Y. Ndayishimiye; A. Touba; L. Lima; (c) M. Tekdemir; S. Gürler; D. Aleksić; B. Özcan; M. Chouiar; S. Okaka
22/23,Round 15,24/12/22,Hatayspor,Giresunspor,1,1,6.96,6.71,4-2-3-1,4-2-2-2,E. Kardeşler; (c) K. A. Çörekçi; O. Vranješ; B. Öksüz; S. Adekugbe; O. Ergün; M. Çağıran; A. E. Kaabi; R. Ribeiro; S. Lobjanidze; Z. Luís,(c) O. Piri; H. Bilazer; G. Sağlam; K. Seven; A. Uludağ; R. Mejía; J. Campuzano; Serginho; B. Sainz; R. Bajić; B. Kuwas
22/23,Round 15,24/12/22,Kasımpaşa,Sivasspor,1,2,6.69,6.85,4-3-3,5-3-2,E. Taşkıran; F. Hadergjonaj; J. Bruma; D. Graovac; R. Petretta; (c) H. Hajradinović; M. Tirpan; A. Kara; M. Fall; B. Koita; M. B. Ouanes,A. Ş. Vural; E. Yeşilyurt; C. Osmanpaşa; D. Goutas; S. Camara; (c) U. Çiftçi; F. Ulvestad; R. Yalçın; C. Charisis; M. Yatabaré; D. Saba
22/23,Round 15,24/12/22,Trabzonspor,Fenerbahçe,2,0,7.12,6.5,4-1-4-1,3-4-2-1,(c) U. Çakır; J. Stryger Larsen; M. Bartra; V. Hugo; E. Elmalı; M. Siopis; E. Višća; A. Ömür; A. Bakasetas; M. Trézéguet; M. Gómez,(c) A. Bayındır; S. Aziz; Gustavo Henrique; A. Szalai; B. Osayi-Samuel; M. Crespo; Willian Arão; F. Kadıoğlu; İ. C. Kahveci; J. King; M. Batshuayi
22/23,Round 15,25/12/22,Adana DS,Karagümrük,2,1,,,4-2-3-1,4-2-3-1,E. Özbir; J. Svensson; S. Akaydın; S. Güler; K. Rodrigues; (c) B. Stambouli; B. Ndiaye; D. Babajide; E. Akbaba; H. Onyekuru; F. Gulbrandsen,B. A. Şen; D. Biraschi; R. Baniya; I. Drešević; M. Mercan; M. Ricci; M. Ozdoev; E. Colley; O. Shukurov; (c) F. Borini; M. Diagne
22/23,Round 15,25/12/22,Gaziantep,Beşiktaş,1,1,,,,,; ; ; ; ; ; ; ; ; ; J. Figueiredo,; ; ; ; ; ; ; ; ; ; 
22/23,Round 15,25/12/22,Konyaspor,Alanyaspor,2,2,,,,,; ; ; ; ; ; ; ; ; ; ,; ; ; ; ; ; ; ; ; ; 
22/23,Round 38,06/06/23,Sivasspor,Kayserispor,1,1,6.86,6.87,4-3-3,3-1-4-2,M. Yıldırım; M. Paluli; C. Osmanpaşa; S. Camara; (c) U. Çiftçi; F. Ulvestad; R. Yalçın; C. Charisis; E. Gökay; L. James; E. Yeşilyurt,B. Bayazit; G. Sazdağı; M. Hosseini; A. Kocaman; J. Attamah; A. Uzodimma; R. Civelek; O. Kemen; C. Mané; T. Sariarslan; (c) İ. Parlak
22/23,Round 38,06/06/23,Başakşehir,Trabzonspor,3,1,6.74,6.74,4-4-2,4-1-4-1,M. Şengezer; Ş. Özbayraklı; L. Duarte; A. Touba; L. Lima; D. Türüç; B. Özcan; (c) L. Biglia; A. Januzaj; P. P. Keny; J. Figueiredo,M. T. Tepe; S. Asan; T. Altıkardeş; (c) H. Türkmen; E. Elmalı; D. Haspolat; E. Višća; E. Zaman; E. Bardhi; A. Boşluk; U. Bozok
22/23,Round 38,07/06/23,Beşiktaş,Konyaspor,3,3,6.85,6.68,,,; ; ; ; ; ; ; ; ; ; ,; ; ; ; ; ; ; ; ; ; 
22/23,Round 38,06/06/23,Karagümrük,Kasımpaşa,3,0,7.16,6.62,4-2-3-1,4-2-3-1,(c) E. Viviano; D. Biraschi; R. Baniya; I. Drešević; M. Mercan; O. Shukurov; M. Ozdoev; S. Lobjanidze; A. Bertolacci; K. Frei; M. Diagne,E. Taşkıran; F. Silva; (c) R. Donk; Y. Özcan; M. B. Ouanes; M. Malsa; A. Kara; M. Fall; V. Eysseric; M. Chouiar; S. Bahoken
22/23,Round 38,06/06/23,Sivasspor,Kayserispor,1,1,6.86,6.87,4-3-3,3-1-4-2,M. Yıldırım; M. Paluli; C. Osmanpaşa; S. Camara; (c) U. Çiftçi; F. Ulvestad; R. Yalçın; C. Charisis; E. Gökay; L. James; E. Yeşilyurt,B. Bayazit; G. Sazdağı; M. Hosseini; A. Kocaman; J. Attamah; A. Uzodimma; R. Civelek; O. Kemen; C. Mané; T. Sariarslan; (c) İ. Parlak
22/23,Round 38,06/06/23,Başakşehir,Trabzonspor,3,1,6.74,6.74,4-4-2,4-1-4-1,M. Şengezer; Ş. Özbayraklı; L. Duarte; A. Touba; L. Lima; D. Türüç; B. Özcan; (c) L. Biglia; A. Januzaj; P. P. Keny; J. Figueiredo,M. T. Tepe; S. Asan; T. Altıkardeş; (c) H. Türkmen; E. Elmalı; D. Haspolat; E. Višća; E. Zaman; E. Bardhi; A. Boşluk; U. Bozok
22/23,Round 38,07/06/23,Beşiktaş,Konyaspor,3,3,6.85,6.68,4-3-3,4-2-3-1,M. Günok; V. Rosier; Welinton; O. Colley; U. Meraş; S. Uçan; A. Hadžiahmetović; G. Fernandes; J. Muleka; V. Aboubakar; (c) C. Tosun,(c) I. Šehić; A. Oğuz; U. Yazğılı; A. Demirbağ; G. H. Sityá; S. Dikmen; O. Ülgün; K. Michalak; A. Pozuelo; M. Moreno; M. B. Diouf
22/23,Round 38,07/06/23,Giresunspor,Antalyaspor,2,0,6.89,6.79,4-2-3-1,4-2-3-1,F. Kaplan; (c) H. Bilazer; R. Arias; K. Seven; F. C. Genç; J. Campuzano; G. Sağlam; D. C. Davas; V. Savićević; B. Sainz; R. Bajić,H. Leite; B. Balcı; A. Gerxhaliu; E. Uzunhan; (c) G. Vural; Fernando; E. Rakip; H. Ghacha; S. Nakajima; S. Larsson; H. Wright
22/23,Round 38,07/06/23,İstanbulspor,Ümraniyespor,4,0,7.37,6.51,4-2-3-1,5-3-2,D. Jensen; D. Duhaney; O. Erdoğan; S. Deli; A. Yaşar; O. Ergün; F. Loshaj; J. Lokilo; (c) E. Rroca; J. Topalli; E. K. Gültekin,B. Özer; S. Popov; (c) M. Eser; Y. Saitoğlu; E. Lenjani; B. Arici; Y. E. Mertoğlu; M. Yilmaz; F. Y. Şanlitürk; O. Ayık; M. U. Nayir
22/23,Round 38,07/06/23,Ankaragücü,Adana DS,1,2,6.79,6.96,3-4-2-1,4-4-2,D. Kaya; (c) K. Malcuit; U. Radaković; A. Kızıldağ; F. Üzüm; S. Kitsiou; A. Đokanović; H. A. Kaldırım; G. Beridze; A. Chatzigiovanis; G. Töre,V. Karakuş; İ. Çokçalış; M. Çetin; J. Manev; A. Dursun; S. Nongoh; (c) G. Inler; K. Rodrigues; Y. Erdoğan; E. Akbaba; Y. Belhanda
22/23,Round 37,03/06/23,Konyaspor,Karagümrük,1,1,7.03,6.87,4-2-3-1,4-3-3,(c) I. Šehić; A. Oğuz; A. Demirbağ; F. Calvo; G. H. Sityá; S. Dikmen; A. Bouchalakis; K. Michalak; A. Pozuelo; M. Moreno; M. B. Diouf,(c) E. Viviano; D. Biraschi; R. Baniya; B. Rodrigues; M. Mercan; S. Feghouli; A. Lawrence; M. Ozdoev; S. Lobjanidze; M. Diagne; K. Frei
22/23,Round 37,03/06/23,Adana DS,Başakşehir,2,3,6.71,6.99,4-2-3-1,4-4-2,E. Özbir; İ. Çokçalış; J. Morel; S. Güler; K. Rodrigues; (c) B. Stambouli; B. Ndiaye; Y. Sarı; Y. Belhanda; D. Babajide; F. Gulbrandsen,D. Dilmen; Ş. Özbayraklı; A. Touba; S. Wu; C. Erkin; D. Türüç; (c) B. Özcan; B. Aydoğmuş; S. Gürler; P. P. Keny; J. Figueiredo
22/23,Round 37,03/06/23,Kasımpaşa,Beşiktaş,2,5,6.41,7.03,4-2-3-1,4-2-3-1,E. Canpolat; F. Hadergjonaj; R. Donk; P. Djilobodji; Y. Özcan; M. Malsa; A. Kara; M. B. Ouanes; (c) H. Hajradinović; V. Eysseric; M. Fall,M. Günok; V. Rosier; (c) N. Uysal; Welinton; A. Masuaku; A. Hadžiahmetović; S. Uçan; J. Muleka; G. Fernandes; C. Tosun; V. Aboubakar
22/23,Round 37,03/06/23,Kayserispor,Ankaragücü,0,1,6.8,6.95,4-4-2,3-4-2-1,B. Bayazit; G. Sazdağı; M. Hosseini; (c) D. Kolovetsios; J. Attamah; A. Uzodimma; B. A. Gezek; O. Kemen; C. Mané; M. Thiam; M. Gavranović,G. Akkan; K. Malcuit; A. Çankaya; N. Mujakić; S. Kitsiou; A. Đokanović; T. Antalyalı; M. Hanousek; E. Kılınç; Milson; (c) A. Sowe
22/23,Round 37,03/06/23,Trabzonspor,Alanyaspor,5,1,7.16,6.19,4-1-4-1,4-2-3-1,M. T. Tepe; J. Stryger Larsen; T. Altıkardeş; H. Türkmen; E. Elmalı; M. Siopis; E. Višća; A. Bakasetas; (c) M. Hamšík; M. Trézéguet; U. Bozok,Y. Karagöz; Ç. K. Erciyas; F. Bayır; F. Aksoy; Y. Özdemir; L. Fer; I. Doumbia; (c) D. Candeias; U. Güneş; O. Aydın; E. Yardımcı
22/23,Round 37,03/06/23,Ümraniyespor,Giresunspor,0,1,6.69,7.0,5-3-2,4-4-1-1,B. Özer; S. Popov; M. Eser; (c) T. Glumac; A. Epureanu; E. Lenjani; S. Göksu; I. Sackey; O. Gürbulak; O. Kayode; M. U. Nayir,F. Kaplan; (c) H. Bilazer; R. Arias; K. Seven; F. C. Genç; D. C. Davas; J. Campuzano; G. Sağlam; B. Sainz; V. Savićević; R. Bajić
22/23,Round 37,04/06/23,Galatasaray,Fenerbahçe,3,0,7.27,6.37,4-2-3-1,4-1-3-2,(c) F. Muslera; S. Boey; V. Nelsson; A. Bardakcı; K. Karataş; B. Kutlu; L. Torreira; N. Zaniolo; B. A. Yılmaz; K. Aktürkoğlu; M. Icardi,İ. C. Eğribayat; F. Kadıoğlu; S. Akaydın; A. Szalai; L. Peres; Willian Arão; A. Güler; M. Zajc; D. Rossi; (c) Enner Valencia; M. Batshuayi
22/23,Round 36,30/05/23,Alanyaspor,Kasımpaşa,1,3,6.61,7.14,3-4-2-1,4-2-3-1,Y. Karagöz; F. Aksoy; F. Bayır; Z. Feddal; D. Candeias; L. Fer; I. Doumbia; Y. Özdemir; (c) E. Karaca; O. Aydın; E. Yardımcı,E. Canpolat; F. Hadergjonaj; (c) R. Donk; P. Djilobodji; Y. Özcan; M. Malsa; A. Kara; M. Fall; V. Eysseric; M. B. Ouanes; S. Bahoken
22/23,Round 36,30/05/23,Karagümrük,Kayserispor,2,0,7.26,6.32,4-2-3-1,4-4-2,(c) E. Viviano; D. Biraschi; R. Baniya; I. Drešević; M. Mercan; A. Bertolacci; M. Ozdoev; S. Lobjanidze; S. Feghouli; K. Frei; M. Diagne,B. Bayazit; G. Sazdağı; J. Attamah; (c) D. Kolovetsios; A. Kocaman; O. Kemen; Y. Ackah; A. Karimi; C. Mané; M. Cardoso; M. Thiam
22/23,Round 36,30/05/23,Fenerbahçe,Antalyaspor,2,0,7.25,6.49,4-1-3-2,5-4-1,İ. C. Eğribayat; F. Kadıoğlu; S. Akaydın; A. Szalai; L. Peres; Willian Arão; A. Güler; M. Zajc; İ. C. Kahveci; (c) Enner Valencia; M. Batshuayi,H. Leite; B. Balcı; (c) V. Sarı; E. Rakip; E. Uzunhan; G. Vural; D. Sinik; Fernando; Fredy; S. Larsson; H. Wright
22/23,Round 36,30/05/23,Giresunspor,Trabzonspor,2,4,6.6,7.14,4-1-4-1,4-2-3-1,F. Kaplan; H. Bilazer; R. Arias; K. Seven; A. Uludağ; J. Campuzano; (c) Serginho; R. Mejía; G. Sağlam; B. Sainz; R. Bajić,(c) U. Çakır; J. Stryger Larsen; H. Türkmen; M. Bartra; E. Elmalı; A. Bakasetas; M. Siopis; E. Višća; E. Bardhi; M. Trézéguet; U. Bozok
22/23,Round 36,30/05/23,İstanbulspor,Adana DS,0,2,6.91,7.33,4-1-4-1,4-4-2,D. Jensen; D. Duhaney; M. Yeşil; S. Deli; A. Yaşar; M. Ba; J. Lokilo; O. Ergün; (c) E. Rroca; J. Topalli; S. Guri,G. Karačić; İ. Çokçalış; J. Morel; S. Güler; K. Rodrigues; Y. Erdoğan; F. Soyalp; (c) B. Ndiaye; D. Babajide; E. Akbaba; F. Gulbrandsen
22/23,Round 36,30/05/23,Ankaragücü,Galatasaray,1,4,6.55,7.29,4-3-3,4-2-3-1,G. Akkan; K. Malcuit; A. Kızıldağ; N. Mujakić; H. A. Kaldırım; T. Antalyalı; L. Diack; A. Đokanović; Milson; A. Sowe; (c) G. Zahid,(c) F. Muslera; S. Boey; V. Nelsson; A. Bardakcı; K. Karataş; S. Oliveira; L. Torreira; M. Rashica; D. Mertens; K. Aktürkoğlu; M. Icardi
22/23,Round 36,30/05/23,Sivasspor,Konyaspor,1,0,6.99,6.55,4-3-3,4-2-3-1,A. Ş. Vural; M. Paluli; D. Goutas; C. Osmanpaşa; U. Çiftçi; F. Ulvestad; C. Charisis; (c) H. Arslan; E. Yeşilyurt; L. James; S. Sáiz,(c) I. Šehić; C. Karayel; A. Demirbağ; F. Calvo; G. H. Sityá; A. Bouchalakis; S. Dikmen; K. Michalak; A. Pozuelo; M. Moreno; M. Emreli
22/23,Round 35,20/05/23,Kasımpaşa,İstanbulspor,1,0,7.09,6.66,4-2-3-1,4-2-2-2,E. Canpolat; F. Hadergjonaj; (c) R. Donk; P. Djilobodji; Y. Özcan; H. Hajradinović; M. Malsa; M. B. Ouanes; V. Eysseric; M. Fall; B. Koita,D. Jensen; D. Duhaney; (c) M. Yeşil; S. Deli; T. D. Aksu; M. Ba; M. Sarıkaya; J. Lokilo; V. Ethemi; E. K. Gültekin; E. Eze
22/23,Round 35,20/05/23,Galatasaray,Sivasspor,2,0,7.01,6.54,4-2-3-1,4-1-4-1,(c) F. Muslera; S. Boey; V. Nelsson; A. Bardakcı; K. Karataş; S. Oliveira; L. Torreira; M. Rashica; D. Mertens; K. Aktürkoğlu; M. Icardi,A. Ş. Vural; A. Okumuş; A. Appindangoyé; C. Osmanpaşa; S. Camara; I. Cofie; (c) H. Arslan; R. Yalçın; C. N'Jie; M. Gradel; J. Caicedo
22/23,Round 35,20/05/23,Kayserispor,Alanyaspor,0,4,6.61,7.19,3-4-3,3-4-3,C. Gönen; J. Attamah; M. Hosseini; (c) D. Kolovetsios; E. Başsan; A. Uzodimma; O. Kemen; R. Civelek; M. Cardoso; M. Thiam; C. Mané,R. Rúnarsson; F. Aksoy; F. Bayır; Z. Feddal; D. Candeias; L. Fer; I. Doumbia; Y. Özdemir; (c) E. Karaca; E. Yardımcı; O. Aydın
