Team Name,Player Name,Age,Market Value
Trabzonspor,Enis Bardhi,29,4.70 mil. €
Hatayspor,Didier Lamkel Zé,28,1.00 mil. €
Galatasaray,Davinson Sánchez,28,19.00 mil. €
Adana Demirspor,Cherif Ndiaye,28,3.50 mil. €
Galatasaray,Günay Güvenç,33,500 bin €
Fenerbahçe,Cengiz Ünder,27,7.50 mil. €
MKE Ankaragücü,Alexis Flips,24,1.80 mil. €
Başakşehir FK,Dimitrios Pelkas,31,1.80 mil. €
MKE Ankaragücü,Bahadır Han Güngördü,28,850 bin €
MKE Ankaragücü,Efkan Bekiroğlu,29,1.80 mil. €
Antalyaspor,Ramzi Safuri,29,1.30 mil. €
Alanyaspor,Nicolas Janvier,26,700 bin €
Trabzonspor,Uğurcan Çakır,28,8.00 mil. €
Fatih Karagümrük,Matías Dituro,37,250 bin €
Konyaspor,Steven​ N'Zonzi,N/A,N/A
Beşiktaş,Milot Rashica,28,7.50 mil. €
Adana Demirspor,Maestro,33,1.00 mil. €
Adana Demirspor,Younès Belhanda,34,1.20 mil. €
Kasımpaşa,Jackson Porozo,24,2.50 mil. €
Antalyaspor,Amar Gerxhaliu,22,300 bin €
Alanyaspor,Efecan Karaca,35,350 bin €
Çaykur Rizespor,Tarik Çetin,27,200 bin €
Trabzonspor,Stefano Denswil,31,2.10 mil. €
Samsunspor,Zeki Yavru,33,350 bin €
Pendikspor,Thuram,27,75.00 mil. €
Fenerbahçe,Alexander Djiku,30,8.50 mil. €
Alanyaspor,Ertuğrul Taşkıran,35,75 bin €
Hatayspor,Fisayo Dele-Bashiru,23,6.00 mil. €
Kasımpaşa,Mortadha Ben Ouanes,30,1.50 mil. €
MKE Ankaragücü,Pedrinho,26,5.00 mil. €
Adana Demirspor,Şahrudin Mahammadaliev,N/A,N/A
Fenerbahçe,Bright Osayi-Samuel,26,8.00 mil. €
Antalyaspor,Bünyamin Balcı,24,2.00 mil. €
Beşiktaş,Umut Meraş,29,400 bin €
Beşiktaş,Ersin Destanoğlu,23,2.00 mil. €
Trabzonspor,Nicolas Pépé,29,9.00 mil. €
Konyaspor,Francisco Calvo,32,1.20 mil. €
Konyaspor,Jakub Słowik,33,550 bin €
Konyaspor,Filip Damjanović,26,1.00 mil. €
Fenerbahçe,Miguel Crespo,28,3.50 mil. €
Fatih Karagümrük,Ibrahim Drešević,27,1.70 mil. €
Sivasspor,Modou Barrow,32,700 bin €
Başakşehir FK,Volkan Babacan,36,50 bin €
Fatih Karagümrük,Salvatore Sirigu,37,250 bin €
Kayserispor,Ali Karimi,46,-
Hatayspor,Erce Kardeşler,30,400 bin €
Sivasspor,Caner Osmanpaşa,36,100 bin €
Pendikspor,Halil Akbunar,31,1.00 mil. €
İstanbulspor,Florian Loshaj,28,650 bin €
Kasımpaşa,Gökhan Gül,39,-
Fatih Karagümrük,Emre Bilgin,20,700 bin €
Trabzonspor,Enis Destan,22,4.30 mil. €
Antalyaspor,Sam Larsson,31,1.50 mil. €
Trabzonspor,Abdülkadir Ömür,25,7.00 mil. €
Fenerbahçe,Serdar Aziz,34,200 bin €
Beşiktaş,Alex Oxlade-Chamberlain,31,2.30 mil. €
Galatasaray,Sérgio Oliveira,32,2.00 mil. €
Beşiktaş,Necip Uysal,33,550 bin €
Sivasspor,Bengali-Fodé Koita,34,100 bin €
Fatih Karagümrük,Ryan Mendes,34,700 bin €
İstanbulspor,Mücahit Serbest,20,75 bin €
Konyaspor,Ahmet Oğuz,31,600 bin €
Samsunspor,Mickael Tirpan,31,700 bin €
Pendikspor,Erdem Canpolat,23,800 bin €
Kasımpaşa,Andreas Gianniotis,32,400 bin €
Konyaspor,Uğurcan Yazğılı,25,1.20 mil. €
Fenerbahçe,Joshua King,32,2.00 mil. €
Başakşehir FK,Edgar Ié,30,750 bin €
Hatayspor,Faouzi Ghoulam,33,250 bin €
Antalyaspor,Bahadır Öztürk,29,275 bin €
Konyaspor,Sokol Cikalleshi,34,400 bin €
Alanyaspor,Jure Balkovec,30,1.10 mil. €
Kayserispor,Mehdi Bourabia,33,800 bin €
Kasımpaşa,Mamadou Fall,32,850 bin €
Gaziantep FK,Papy Djilobodji,36,300 bin €
Sivasspor,Samba Camara,32,250 bin €
Başakşehir FK,Olivier Kemen,28,2.20 mil. €
Kasımpaşa,Kenneth Omeruo,31,1.40 mil. €
Alanyaspor,Nuno Lima,23,1.00 mil. €
Gaziantep FK,Mustafa Eskihellaç,27,1.30 mil. €
Antalyaspor,Veysel Sarı,36,150 bin €
Alanyaspor,Ahmed Hassan,31,900 bin €
Gaziantep FK,Deian Sorescu,27,2.00 mil. €
Pendikspor,Arnaud Lusamba,27,1.20 mil. €
Alanyaspor,Florent Hadergjonaj,30,1.60 mil. €
Gaziantep FK,Júnior Morais,38,50 bin €
MKE Ankaragücü,Garry Rodrigues,34,900 bin €
Pendikspor,Óscar Romero,32,1.70 mil. €
Başakşehir FK,Hamza Güreler,18,1.80 mil. €
Hatayspor,Chandrel Massanga,25,1.20 mil. €
Alanyaspor,Loide Augusto,24,1.50 mil. €
MKE Ankaragücü,Christian Bassogog,29,1.30 mil. €
Antalyaspor,Ömer Toprak,35,-
Hatayspor,Nikola Maksimović,33,400 bin €
İstanbulspor,Alp Arda,29,75 bin €
Pendikspor,Alpaslan Öztürk,31,175 bin €
Hatayspor,Rigoberto Rivas,26,1.60 mil. €
Beşiktaş,Rachid Ghezzal,32,1.20 mil. €
Fatih Karagümrük,Marcus Rohdén,33,550 bin €
Alanyaspor,Ui-Jo Hwang,32,1.40 mil. €
İstanbulspor,David Jensen,32,100 bin €
Fenerbahçe,Mert Müldür,25,6.50 mil. €
Fatih Karagümrük,Güven Yalçın,25,1.20 mil. €
Pendikspor,Fredrik Midtsjø,31,1.60 mil. €
Galatasaray,Berkan Kutlu,26,3.80 mil. €
Sivasspor,Charis Charisis,29,1.00 mil. €
Samsunspor,Muhammed Gümüşkaya,23,400 bin €
Fenerbahçe,Rade Krunić,31,6.00 mil. €
Adana Demirspor,Édouard Michut,21,1.80 mil. €
Başakşehir FK,Léo Dubois,30,2.70 mil. €
Samsunspor,Carlo Holse,25,3.40 mil. €
Fatih Karagümrük,Münir Levent Mercan,24,2.30 mil. €
Alanyaspor,João Novais,31,700 bin €
Beşiktaş,Jackson Muleka,25,3.50 mil. €
Gaziantep FK,Arda Kızıldağ,26,800 bin €
Pendikspor,Gökcan Kaya,29,425 bin €
Trabzonspor,Filip Benković,27,1.50 mil. €
Gaziantep FK,Ertuğrul Ersoy,27,600 bin €
Sivasspor,Emrah Başsan,32,450 bin €
Çaykur Rizespor,Sinan Osmanoğlu,34,75 bin €
Trabzonspor,Arif Boşluk,21,275 bin €
Konyaspor,Anderson Niangbo,25,250 bin €
Fenerbahçe,Rodrigo Becão,28,8.00 mil. €
Samsunspor,Enes Albak,19,125 bin €
Fenerbahçe,İrfan Can Eğribayat,26,1.00 mil. €
MKE Ankaragücü,Rafał Gikiewicz,37,300 bin €
Hatayspor,Guy-Marcelin Kilama,25,1.50 mil. €
MKE Ankaragücü,Olimpiu Moruțan,25,3.00 mil. €
Antalyaspor,Güray Vural,36,150 bin €
Hatayspor,Görkem Sağlam,26,1.10 mil. €
Pendikspor,Erdem Özgenç,40,-
MKE Ankaragücü,Uroš Radaković,30,850 bin €
Antalyaspor,Erdoğan Yeşilyurt,31,1.20 mil. €
Konyaspor,Teenage Hadebe,29,1.50 mil. €
Samsunspor,Rick Van Drongelen,26,2.00 mil. €
MKE Ankaragücü,Hayrullah Bilazer,29,225 bin €
Pendikspor,Nuno Sequeira,34,600 bin €
Fenerbahçe,Dominik Livaković,29,11.00 mil. €
Çaykur Rizespor,Gustavo Sauer,31,1.00 mil. €
Beşiktaş,Mert Günok,35,1.20 mil. €
Fenerbahçe,Ryan Kent,28,2.70 mil. €
Başakşehir FK,Ömer Ali Şahiner,32,400 bin €
Antalyaspor,Jakub Kałuziński,22,3.00 mil. €
Pendikspor,Welinton,35,100 bin €
Gaziantep FK,Ogün Özçiçek,25,400 bin €
Çaykur Rizespor,Altin Zeqiri,24,1.50 mil. €
Konyaspor,Alassane Ndao,28,1.30 mil. €
Hatayspor,Engin Aksoy,N/A,N/A
Konyaspor,Alexandru Cicâldău,27,2.50 mil. €
Fenerbahçe,Michy Batshuayi,31,7.00 mil. €
Çaykur Rizespor,Attila Mocsi,24,1.80 mil. €
Samsunspor,Marius Mouandilmadji,26,2.90 mil. €
Başakşehir FK,João Figueiredo,28,2.30 mil. €
Gaziantep FK,Jamiro Monteiro,31,1.50 mil. €
Çaykur Rizespor,Muhammet Taha Şahin,24,1.50 mil. €
Trabzonspor,Eren Elmalı,24,4.00 mil. €
Hatayspor,Recep Burak Yılmaz,29,175 bin €
Sivasspor,Aaron Appindangoyé,32,700 bin €
Trabzonspor,Mehmet Aydın,22,1.00 mil. €
Fenerbahçe,Serdar Dursun,33,400 bin €
MKE Ankaragücü,Anastasios Chatzigiovanis,27,1.50 mil. €
İstanbulspor,Simon Deli,33,200 bin €
Alanyaspor,Fidan Aliti,31,1.00 mil. €
Çaykur Rizespor,Benhur Keser,28,750 bin €
Çaykur Rizespor,Adolfo Gaich,25,1.60 mil. €
Samsunspor,Flavien Tait,31,900 bin €
Samsunspor,Alim Öztürk,32,425 bin €
Beşiktaş,Cenk Tosun,33,1.40 mil. €
Hatayspor,Kamil Ahmet Çörekçi,32,200 bin €
Fenerbahçe,Jayden Oosterwolde,23,15.00 mil. €
Antalyaspor,Dario Šarić,27,750 bin €
Trabzonspor,Batista Mendy,24,10.00 mil. €
Antalyaspor,Ataberk Dadakdeniz,25,375 bin €
Antalyaspor,Ege Bilsel,20,900 bin €
Kayserispor,Kartal Kayra Yılmaz,24,2.60 mil. €
Adana Demirspor,Andreaw Gravillon,26,3.00 mil. €
MKE Ankaragücü,Ali Sowe,30,1.70 mil. €
Konyaspor,Marlos Moreno,28,600 bin €
Başakşehir FK,Berkay Özcan,26,2.70 mil. €
Fatih Karagümrük,Emre Mor,27,1.10 mil. €
MKE Ankaragücü,Stelios Kitsiou,31,500 bin €
Samsunspor,Soner Aydoğdu,33,125 bin €
Başakşehir FK,Mehdi Abeid,32,800 bin €
Sivasspor,Yunus Konak,N/A,N/A
Fatih Karagümrük,Nazım Sangaré,30,400 bin €
MKE Ankaragücü,Renaldo Cephas,25,1.30 mil. €
Adana Demirspor,Nani,38,-
Alanyaspor,Yusuf Karagöz,25,50 bin €
Gaziantep FK,Lazar Marković,30,1.50 mil. €
Fatih Karagümrük,Can Keleş,23,2.00 mil. €
Samsunspor,Moryke Fofana,33,250 bin €
Beşiktaş,Arthur Masuaku,31,3.50 mil. €
Antalyaspor,Zymer Bytyqi,28,2.80 mil. €
Galatasaray,Cédric Bakambu,33,2.50 mil. €
Gaziantep FK,Nicolas N'Koulou,34,425 bin €
Hatayspor,Rui Pedro,36,1.00 mil. €
Pendikspor,Endri Çekiçi,28,1.00 mil. €
Fatih Karagümrük,Sofiane Feghouli,35,300 bin €
Beşiktaş,Bakhtiyar Zaynutdinov,26,3.70 mil. €
Kasımpaşa,Cláudio Winck,30,700 bin €
Hatayspor,Cengiz Demir,30,125 bin €
Çaykur Rizespor,Muammer Sarıkaya,26,700 bin €
Fatih Karagümrük,Koray Günter,30,700 bin €
Adana Demirspor,Benjamin Stambouli,34,500 bin €
Fatih Karagümrük,Davide Biraschi,30,700 bin €
MKE Ankaragücü,Ali Kaan Güneren,24,1.40 mil. €
Samsunspor,Okan Kocuk,29,1.70 mil. €
Adana Demirspor,Yusuf Erdoğan,32,500 bin €
İstanbulspor,Eduart Rroca,31,350 bin €
Samsunspor,Youssef Aït Bennasser,28,1.00 mil. €
Trabzonspor,Umut Bozok,28,1.40 mil. €
Çaykur Rizespor,John Mary,31,350 bin €
MKE Ankaragücü,Alper Uludağ,34,100 bin €
Hatayspor,Halil Dervişoğlu,25,900 bin €
Adana Demirspor,Pape Abou Cissé,29,1.60 mil. €
MKE Ankaragücü,Riccardo Saponara,33,550 bin €
Beşiktaş,Mutassim Al Musrati,N/A,N/A
Başakşehir FK,Efecan Barlik,21,100 bin €
Konyaspor,Gökhan Töre,32,75 bin €
Kasımpaşa,Ali Emre Yanar,26,175 bin €
Sivasspor,Uğur Çiftçi,32,1.00 mil. €
İstanbulspor,Mehmet Yeşil,26,600 bin €
Kayserispor,Aylton Boa Morte,31,1.50 mil. €
Galatasaray,Tetê,24,11.00 mil. €
Alanyaspor,Carlos Eduardo,37,-
Trabzonspor,Taxiarchis Fountas,29,3.00 mil. €
Kayserispor,Carlos Mané,30,1.10 mil. €
Sivasspor,Alaaddin Okumuş,29,150 bin €
Hatayspor,Renat Dadaşov,25,1.70 mil. €
Hatayspor,Carlos Strandberg,28,1.70 mil. €
Gaziantep FK,Marko Jevtović,31,700 bin €
Çaykur Rizespor,Casper Højer,30,1.30 mil. €
Çaykur Rizespor,Eray Korkmaz,21,275 bin €
Samsunspor,Ľubomír Šatka,29,1.30 mil. €
Alanyaspor,Sergio Córdova,27,1.50 mil. €
Kayserispor,Gökhan Sazdağı,30,1.00 mil. €
Beşiktaş,Daniel Amartey,30,4.00 mil. €
Alanyaspor,Furkan Bayır,24,1.50 mil. €
Başakşehir FK,Lucas Lima,34,550 bin €
Antalyaspor,Erdal Rakip,28,800 bin €
Kayserispor,Anthony Uzodimma,25,300 bin €
Sivasspor,Hakan Arslan,36,100 bin €
Alanyaspor,Yusuf Özdemir,23,2.40 mil. €
Konyaspor,Paul Bernardoni,27,2.80 mil. €
Kayserispor,Lionel Carole,33,500 bin €
Beşiktaş,Vincent Aboubakar,32,2.00 mil. €
Sivasspor,Queensy Menig,29,900 bin €
Konyaspor,Robert Murić,28,800 bin €
Başakşehir FK,Danijel Aleksić,33,700 bin €
Beşiktaş,Eric Bailly,30,3.00 mil. €
Beşiktaş,Serkan Emrecan Terzi,20,275 bin €
Fenerbahçe,Samet Akaydın,30,2.00 mil. €
Sivasspor,Ziya Erdal,36,50 bin €
Samsunspor,Arbnor Muja,26,3.70 mil. €
Kasımpaşa,Yasin Özcan,18,4.50 mil. €
Pendikspor,Mehmet Umut Nayir,31,850 bin €
Pendikspor,Leandro Kappel,35,75 bin €
Fatih Karagümrük,Andrea Bertolacci,33,250 bin €
Samsunspor,Taylan Antalyalı,29,1.20 mil. €
Çaykur Rizespor,Babajide David Akintola,28,1.50 mil. €
Gaziantep FK,Furkan Soyalp,29,600 bin €
Beşiktaş,Ante Rebić,31,1.50 mil. €
Alanyaspor,Fatih Aksoy,27,1.40 mil. €
İstanbulspor,Jackson,23,55.00 mil. €
Alanyaspor,Leroy Fer,34,200 bin €
MKE Ankaragücü,Nihad Mujakić,26,1.80 mil. €
Samsunspor,Soner Gönül,27,550 bin €
Konyaspor,Soner Dikmen,31,1.30 mil. €
Sivasspor,Gerson Rodrigues,29,700 bin €
Pendikspor,Murat Akça,34,50 bin €
Kasımpaşa,Iron Gomis,25,800 bin €
Alanyaspor,Pione Sisto,29,1.30 mil. €
Beşiktaş,Onur Bulut,30,1.40 mil. €
Çaykur Rizespor,Dal Varešanović,23,2.60 mil. €
Fatih Karagümrük,Dimitrios Kourbelis,31,1.30 mil. €
Hatayspor,Joelson Fernandes,21,1.70 mil. €
Samsunspor,Ercan Kara,28,1.20 mil. €
Fenerbahçe,Miha Zajc,30,1.80 mil. €
Konyaspor,Valon Ethemi,27,1.10 mil. €
Kasımpaşa,Sadık Çiftpınar,31,200 bin €
Başakşehir FK,Serdar Gürler,33,500 bin €
Samsunspor,Olivier Ntcham,28,3.00 mil. €
İstanbulspor,İbrahim Yilmaz,30,200 bin €
Pendikspor,Efe Sayhan,19,75 bin €
Çaykur Rizespor,Husniddin Alikulov,25,1.70 mil. €
Samsunspor,Marc Bola,27,1.20 mil. €
Konyaspor,Metehan Mert,25,225 bin €
Başakşehir FK,Şener Özbayraklı,34,-
Beşiktaş,Demir Ege Tıknaz,20,2.50 mil. €
Başakşehir FK,Onur Ergün,32,500 bin €
Kayserispor,Joseph Attamah,30,500 bin €
Konyaspor,Oğulcan Ülgün,26,1.00 mil. €
Sivasspor,Azizbek Turgunboev,30,1.00 mil. €
Kasımpaşa,Oğulcan Çağlayan,28,450 bin €
Adana Demirspor,Tayfun Aydoğan,28,225 bin €
Samsunspor,Kingsley Schindler,31,850 bin €
MKE Ankaragücü,Matěj Hanousek,31,200 bin €
Samsunspor,Haluk Mustafa Tan,19,350 bin €
Hatayspor,Cemali Sertel,24,1.00 mil. €
Hatayspor,Ömer Faruk Beyaz,21,450 bin €
Antalyaspor,Mert Yilmaz,25,250 bin €
Trabzonspor,Jens Stryger Larsen,33,600 bin €
Kayserispor,Stéphane Bahoken,32,800 bin €
Fatih Karagümrük,Stefano Sturaro,31,400 bin €
Trabzonspor,Rayyan Baniya,25,2.50 mil. €
Gaziantep FK,Max Gradel,37,650 bin €
Çaykur Rizespor,Seyfettin Anil Yasar,22,300 bin €
Kayserispor,Julian Jeanvier,32,650 bin €
Konyaspor,Louka Prip,27,1.10 mil. €
Pendikspor,Emre Taşdemir,29,150 bin €
İstanbulspor,Emir Kaan Gültekin,24,950 bin €
Fenerbahçe,Leonardo Bonucci,37,-
Hatayspor,Visar Bekaj,27,350 bin €
MKE Ankaragücü,Andrej Đokanović,N/A,N/A
Fatih Karagümrük,Brahim Darri,30,75 bin €
Adana Demirspor,İzzet Çelik,20,125 bin €
Sivasspor,Bartuğ Elmaz,21,1.50 mil. €
Çaykur Rizespor,Martin Minchev,23,1.60 mil. €
Fatih Karagümrük,Salih Dursun,33,75 bin €
Gaziantep FK,Mirza Cihan,24,200 bin €
Adana Demirspor,Yusuf Barası,21,1.00 mil. €
MKE Ankaragücü,Atakan Çankaya,26,800 bin €
İstanbulspor,David Sambissa,28,400 bin €
Fatih Karagümrük,Kevin Lasagna,32,900 bin €
Başakşehir FK,Souza,47,-
Kayserispor,Ramazan Civelek,28,600 bin €
Gaziantep FK,Salem M'Bakata,26,550 bin €
Hatayspor,Burak Bekaroğlu,27,300 bin €
Galatasaray,Tanguy Ndombélé,27,10.00 mil. €
Kayserispor,Arif Kocaman,21,1.50 mil. €
Pendikspor,Erencan Yardımcı,22,3.00 mil. €
MKE Ankaragücü,Federico Macheda,33,250 bin €
Trabzonspor,Göktan Gürpüz,21,500 bin €
Hatayspor,Mehdi Boudjemaa,26,550 bin €
Beşiktaş,Cemal Demir,N/A,N/A
MKE Ankaragücü,Mert Çetin,27,550 bin €
Pendikspor,Hasan Kılıç,32,225 bin €
MKE Ankaragücü,Giorgi Beridze,27,750 bin €
Başakşehir FK,Berkay Aydogmus,20,100 bin €
Gaziantep FK,Bryan Acosta,31,1.00 mil. €
Başakşehir FK,Emirhan İlkhan,20,2.50 mil. €
Sivasspor,Murat Paluli,30,800 bin €
Sivasspor,İbrahim Akdağ,33,100 bin €
İstanbulspor,Mendy Mamadou,26,400 bin €
MKE Ankaragücü,Cem Türkmen,22,400 bin €
Kayserispor,Yaw Ackah,25,400 bin €
Adana Demirspor,Steven Mendoza,21,25 bin €
Galatasaray,Eyüp Aydın,20,1.00 mil. €
İstanbulspor,Ali Yaşar,29,300 bin €
MKE Ankaragücü,Kâzımcan Karataş,21,1.50 mil. €
Fatih Karagümrük,Federico Ceccherini,32,500 bin €
Antalyaspor,Sander van de Streek,31,1.00 mil. €
İstanbulspor,Modestas Vorobjovas,28,375 bin €
Sivasspor,Burak Kapacak,25,200 bin €
Pendikspor,Serkan Asan,25,250 bin €
Konyaspor,Konrad Michalak,27,1.00 mil. €
Samsunspor,Benito Raman,30,1.30 mil. €
Konyaspor,Deniz Ertaş,19,350 bin €
Kasımpaşa,Rochinha,29,1.50 mil. €
İstanbulspor,Özcan Şahan,25,275 bin €
Kayserispor,Otabek Shukurov,28,1.80 mil. €
Kasımpaşa,Loret Sadiku,33,300 bin €
Konyaspor,Cebrail Karayel,30,150 bin €
Konyaspor,Adil Demirbağ,27,1.80 mil. €
Hatayspor,Abdulkadir Parmak,29,175 bin €
Pendikspor,Berkay Sülüngöz,28,175 bin €
Kayserispor,Hasan Ali Kaldırım,35,100 bin €
Kayserispor,Onurcan Piri,30,200 bin €
Konyaspor,Bouly Junior Sambou,26,500 bin €
Trabzonspor,Doğucan Haspolat,24,4.00 mil. €
Kasımpaşa,Julien Ngoy,27,600 bin €
Beşiktaş,Mustafa Hekimoglu,17,2.50 mil. €
Hatayspor,Giorgi Aburjania,29,500 bin €
MKE Ankaragücü,Riad Bajić,30,600 bin €
Sivasspor,Achilleas Poungouras,29,650 bin €
Gaziantep FK,Aliou Badji,27,1.00 mil. €
Adana Demirspor,Arbër Zeneli,29,1.50 mil. €
Adana Demirspor,Milad Mohammadi,31,1.20 mil. €
Sivasspor,Roman Kvet,27,900 bin €
Başakşehir FK,Philippe Keny,25,1.30 mil. €
Hatayspor,Rayane Aabid,32,125 bin €
Çaykur Rizespor,Halil Ibrahim Pehlivan,31,275 bin €
Adana Demirspor,İsmail Çokçalış,24,325 bin €
Konyaspor,Emmanuel Boateng,28,1.20 mil. €
Galatasaray,Baran Demiroğlu,19,100 bin €
Sivasspor,Kader Keïta,43,-
Fatih Karagümrük,Adem Ljajić,33,400 bin €
Fatih Karagümrük,Flavio Paoletti,21,900 bin €
Hatayspor,Oguzhan Matur,25,125 bin €
Trabzonspor,Umut Güneş,24,2.30 mil. €
Başakşehir FK,Eden Karzev,24,1.50 mil. €
Gaziantep FK,Janio Bikel,29,600 bin €
Sivasspor,Clinton N'Jie,31,850 bin €
Trabzonspor,Joaquín Fernández,31,3.00 mil. €
Beşiktaş,Tayyip Talha Sanuç,25,2.80 mil. €
Samsunspor,Osman Çelik,33,75 bin €
Pendikspor,Abdoulay Diaby,33,400 bin €
İstanbulspor,Okan Erdoğan,26,750 bin €
Kasımpaşa,Trazie Thomas Zai,25,-
Trabzonspor,Kerem Şen,50,-
Adana Demirspor,Dorukhan Toköz,28,1.40 mil. €
Fatih Karagümrük,Frédéric Veseli,32,250 bin €
Pendikspor,Joher Khadim Rassoul,28,400 bin €
Antalyaspor,Naldo,39,12.00 mil. €
İstanbulspor,Vefa Temel,22,375 bin €
Başakşehir FK,Emmanuel Dennis,27,4.00 mil. €
Trabzonspor,Hüseyin Türkmen,26,175 bin €
Antalyaspor,Britt Assombalonga,32,750 bin €
Çaykur Rizespor,Mithat Pala,24,1.20 mil. €
Gaziantep FK,Brayan Riascos,30,550 bin €
Kasımpaşa,Samuel Bastien,28,850 bin €
Konyaspor,Bruno Paz,26,400 bin €
Konyaspor,Yunus Malli,32,100 bin €
Galatasaray,Carlos Vinícius,29,4.00 mil. €
Hatayspor,Doğukan Sinik,25,2.00 mil. €
Samsunspor,Landry Dimata,27,2.20 mil. €
Antalyaspor,Ufuk Akyol,27,850 bin €
İstanbulspor,Emrehan Gedikli,21,350 bin €
