Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Players,Away Players
21/22,Round 5,17/09/21,Altay,Göztepe,2,1,7.13,6.63,4-2-3-1,4-3-3,M. Lis; C. Karayel; K. Thiam; M. Akça; M. Naderi; A. B. Poko; (c) Z. Yildirim; L. Kappel; Thaciano; M. Rodríguez; D. K. Bamba,İ. C. Eğribayat; K. Alıcı; D. Arslanagić; K. Demirtaş; B. Emir; D. Tijanič; O. Nwobodo; S. Aydoğdu; (c) H. Akbunar; C. Ndiaye; Lourency
21/22,Round 5,17/09/21,Yeni Malatyaspor,Karagümrük,3,4,6.49,6.7,3-5-2,4-1-4-1,A. Damlu; M. E. Sarikaya; Wallace; S. Çiftpınar; M. Eskihellaç; D. N'Dong; R. Aabid; M. Chouiar; O. Haddadi; B. Tetteh; (c) A. Büyük,(c) E. Viviano; V. E. Hedenstad; B. Bekaroğlu; E. Zukanović; J. Balkovec; E. Tatlı; Y. Karamoh; E. Öztümer; A. Bertolacci; A. Musa; A. Pešić
21/22,Round 5,18/09/21,Sivasspor,Gaziantep,1,1,6.68,6.84,4-2-3-1,4-3-1-2,M. Yıldırım; A. Oğuz; D. Goutas; C. Osmanpaşa; U. Çiftçi; I. Cofie; (c) H. Arslan; P. Henrique; F. Fajr; M. Gradel; M. Yatabaré,(c) G. Güvenç; S. Kitsiou; S. Caulker; P. Djilobodji; H. Mendyl; J. Junior; A. Merkel; A. E. Messaoudi; R. Niyaz; N. Dicko; M. Demir
21/22,Round 5,18/09/21,Kasımpaşa,Trabzonspor,0,1,6.79,7.17,4-2-3-1,4-2-3-1,E. Taşkıran; M. F. Yıldırım; R. Donk; T. Břečka; E. Elmalı; (c) L. Sadiku; T. Serbest; Y. Erdoğan; M. Trávník; H. Hajradinović; U. Bozok,(c) U. Çakır; B. Peres; E. Ié; V. Hugo; S. Denswil; B. A. Özdemir; M. Hamšík; A. Ömür; A. Bakasetas; A. N. Nwakaeme; A. Cornelius
21/22,Round 5,18/09/21,Adana DS,Rizespor,3,1,6.99,6.55,4-2-3-1,4-2-3-1,F. Kaplan; J. Svensson; S. Akaydın; S. Deli; (c) J. K. Rassoul; B. Stambouli; S. Kurt; M. Vargas; B. Bjarnason; F. E. Okwuchukwu; M. Balotelli,G. Akkan; F. Baiano; (c) S. Ay; S. Holmén; A. Koc; D. Djoković; E. Sabo; T. Boyd; F. Boldrin; Y. Bolasie; J. Pohjanpalo
21/22,Round 5,18/09/21,Antalyaspor,Beşiktaş,2,3,6.72,6.87,4-2-3-1,4-1-4-1,(c) R. Boffin; B. Balcı; V. Sarı; Naldo; G. Vural; A. Poli; N. Şahin; G. Bayrakdar; Fredy; P. Mukairu; H. Wright,M. Günok; N. Uysal; M. Topal; F. Montero; F. N'Sakala; Souza; G. Töre; S. Uçan; (c) A. Hutchinson; K. Karaman; M. Batshuayi
21/22,Round 5,19/09/21,Giresunspor,Konyaspor,0,0,6.97,6.9,4-2-3-1,4-3-3,O. Piri; (c) Z. Yavru; M. Diarra; A. Pérez; A. Behich; H. Traoré; Flávio; M. S. Suleymanov; F. Diabaté; Serginho; S. Doukara,(c) I. Šehić; N. Skubic; A. Çalık; A. Bardakcı; G. H. Sityá; S. Dikmen; A. Hadžiahmetović; E. Çekiçi; K. Michalak; S. Cikalleshi; S. Gürler
21/22,Round 5,19/09/21,Galatasaray,Alanyaspor,0,1,6.77,7.06,4-1-4-1,4-2-3-1,(c) F. Muslera; D. Yedlin; C. Luyindama; V. Nelsson; P. v. Aanholt; T. Antalyalı; O. Moruțan; B. Kutlu; A. Cicâldău; K. Aktürkoğlu; H. Dervişoğlu,S. Kırıntılı; Juanfran; C. Awaziem; N. Milunović; C. Borja; F. Aksoy; U. Güneş; (c) E. Karaca; E. Akbaba; Davidson; F. Diédhiou
21/22,Round 5,19/09/21,Başakşehir,Fenerbahçe,2,0,7.04,6.66,4-1-4-1,3-4-2-1,V. Babacan; Ş. Özbayraklı; Y. Ndayishimiye; L. Duarte; L. Lima; T. Ciğerci; E. Višća; (c) M. Tekdemir; D. Aleksić; D. Türüç; S. Okaka,A. Bayındır; S. Aziz; M. Kim; A. Szalai; B. Osayi-Samuel; M. Meyer; (c) L. Gustavo; F. Kadıoğlu; M. Gümüşkaya; D. Pelkas; M. Berisha
21/22,Round 5,19/09/21,Hatayspor,Kayserispor,2,1,7.17,6.58,4-2-3-1,4-4-1-1,M. Mohamedi; K. A. Çörekçi; F. Kurucuk; B. Öksüz; S. Adekugbe; O. Ergün; R. Ribeiro; A. E. Kaabi; A. Traoré; M. Kamara; (c) M. B. Diouf,S. Lung Jr.; R. Civelek; D. Kolovetsios; Y. Subaşı; O. Bulut; E. Başsan; İ. Akdağ; J. Attamah; M. Thiam; (c) B. Mensah; G. Sazdağı
21/22,Round 4,11/09/21,Karagümrük,Adana DS,4,0,7.16,6.56,4-3-3,4-3-3,E. Viviano; V. E. Hedenstad; D. Luckassen; E. Zukanović; C. Erkin; E. Öztümer; (c) L. Biglia; A. Bertolacci; T. Torun; A. Pešić; K. Frei,A. Murić; J. Svensson; S. Güler; T. T. Sanuç; K. Kanak; (c) Y. Belhanda; B. Stambouli; L. Castro; M. Vargas; M. Balotelli; B. Assombalonga
21/22,Round 4,11/09/21,Karagümrük,Adana DS,4,0,7.16,6.56,4-3-3,4-3-3,E. Viviano; V. E. Hedenstad; D. Luckassen; E. Zukanović; C. Erkin; E. Öztümer; (c) L. Biglia; A. Bertolacci; T. Torun; A. Pešić; K. Frei,A. Murić; J. Svensson; S. Güler; T. T. Sanuç; K. Kanak; (c) Y. Belhanda; B. Stambouli; L. Castro; M. Vargas; M. Balotelli; B. Assombalonga
21/22,Round 4,11/09/21,Konyaspor,Altay,3,1,6.98,6.71,4-3-3,4-2-3-1,(c) I. Šehić; N. Skubic; A. Çalık; A. Bardakcı; G. H. Sityá; S. Dikmen; A. Hadžiahmetović; E. Çekiçi; S. Gürler; S. Cikalleshi; Z. Bytyqi,M. Lis; C. Karayel; (c) İ. Öztürk; M. Akça; M. Naderi; A. B. Poko; K. Thiam; L. Kappel; C. Pinares; M. Rodríguez; D. K. Bamba
21/22,Round 4,11/09/21,Beşiktaş,Yeni Malatyaspor,3,0,7.23,6.44,4-2-3-1,3-5-2,E. Destanoğlu; V. Rosier; (c) N. Uysal; D. Vida; R. Yılmaz; M. Pjanić; Souza; R. Ghezzal; A. Teixeira; G. N'Koudou; M. Batshuayi,A. Damlu; S. Kaya; Wallace; S. Çiftpınar; M. Eskihellaç; D. N'Dong; J. Nshimirimana; R. Aabid; O. Haddadi; K. Kanatsızkuş; (c) A. Büyük
21/22,Round 4,11/09/21,Karagümrük,Adana DS,4,0,7.16,6.56,4-3-3,4-3-3,E. Viviano; V. E. Hedenstad; D. Luckassen; E. Zukanović; C. Erkin; E. Öztümer; (c) L. Biglia; A. Bertolacci; T. Torun; A. Pešić; K. Frei,A. Murić; J. Svensson; S. Güler; T. T. Sanuç; K. Kanak; (c) Y. Belhanda; B. Stambouli; L. Castro; M. Vargas; M. Balotelli; B. Assombalonga
21/22,Round 4,11/09/21,Konyaspor,Altay,3,1,6.98,6.71,4-3-3,4-2-3-1,(c) I. Šehić; N. Skubic; A. Çalık; A. Bardakcı; G. H. Sityá; S. Dikmen; A. Hadžiahmetović; E. Çekiçi; S. Gürler; S. Cikalleshi; Z. Bytyqi,M. Lis; C. Karayel; (c) İ. Öztürk; M. Akça; M. Naderi; A. B. Poko; K. Thiam; L. Kappel; C. Pinares; M. Rodríguez; D. K. Bamba
21/22,Round 4,11/09/21,Beşiktaş,Yeni Malatyaspor,3,0,7.23,6.44,4-2-3-1,3-5-2,E. Destanoğlu; V. Rosier; (c) N. Uysal; D. Vida; R. Yılmaz; M. Pjanić; Souza; R. Ghezzal; A. Teixeira; G. N'Koudou; M. Batshuayi,A. Damlu; S. Kaya; Wallace; S. Çiftpınar; M. Eskihellaç; D. N'Dong; J. Nshimirimana; R. Aabid; O. Haddadi; K. Kanatsızkuş; (c) A. Büyük
21/22,Round 4,11/09/21,Kayserispor,Kasımpaşa,2,0,6.94,6.56,4-4-1-1,4-2-3-1,S. Lung Jr.; R. Civelek; D. Kolovetsios; Y. Subaşı; L. Carole; E. Başsan; İ. Akdağ; J. Attamah; M. Thiam; (c) B. Mensah; G. Sazdağı,E. Taşkıran; F. Hadergjonaj; J. Bruma; T. Serbest; E. Elmalı; (c) L. Sadiku; M. Trávník; H. Hajradinović; U. Bozok; Y. Erdoğan; N. Jørgensen
21/22,Round 4,12/09/21,Rizespor,Hatayspor,0,2,6.7,6.99,4-2-3-1,4-2-3-1,G. Akkan; F. Baiano; (c) G. Gönül; S. Holmén; C. Sertel; D. Djoković; L. Phiri; T. Boyd; A. Potuk; Y. Bolasie; J. Pohjanpalo,M. Mohamedi; K. A. Çörekçi; F. Kurucuk; B. Öksüz; S. Adekugbe; O. Ergün; R. Ribeiro; M. Kamara; A. Traoré; A. E. Kaabi; (c) M. B. Diouf
21/22,Round 4,12/09/21,Fenerbahçe,Sivasspor,1,1,6.77,6.84,3-4-2-1,4-2-3-1,A. Bayındır; M. Tisserand; M. Kim; S. Aziz; B. Osayi-Samuel; M. Zajc; L. Gustavo; M. Gümüşkaya; (c) M. Özil; D. Rossi; M. Berisha,M. Yıldırım; A. Oğuz; D. Goutas; C. Osmanpaşa; U. Çiftçi; I. Cofie; (c) H. Arslan; P. Henrique; F. Fajr; M. Gradel; M. Yatabaré
21/22,Round 4,12/09/21,Göztepe,Başakşehir,2,1,7.01,6.79,4-4-2,4-1-4-1,İ. C. Eğribayat; M. Paluli; D. Arslanagić; K. Demirtaş; B. Emir; (c) H. Akbunar; O. Nwobodo; S. Aydoğdu; Lourency; C. Ndiaye; A. Jahović,V. Babacan; Ö. A. Şahiner; Y. Ndayishimiye; L. Duarte; L. Lima; T. Ciğerci; E. Višća; (c) M. Tekdemir; B. Özcan; D. Türüç; S. Okaka
21/22,Round 4,12/09/21,Trabzonspor,Galatasaray,2,2,6.93,6.81,4-2-3-1,4-1-4-1,(c) U. Çakır; B. Peres; E. Ié; V. Hugo; İ. Köybaşı; B. A. Özdemir; M. Hamšík; A. Ömür; A. Bakasetas; A. N. Nwakaeme; A. Cornelius,(c) F. Muslera; D. Yedlin; C. Luyindama; V. Nelsson; P. v. Aanholt; B. Kutlu; E. Kılınç; O. Moruțan; A. Cicâldău; K. Aktürkoğlu; H. Dervişoğlu
21/22,Round 4,13/09/21,Alanyaspor,Giresunspor,1,0,7.0,6.79,4-2-3-1,4-2-3-1,S. Kırıntılı; Juanfran; C. Awaziem; N. Milunović; C. Borja; F. Aksoy; U. Güneş; (c) D. Candeias; E. Akbaba; Davidson; F. Diédhiou,O. Piri; (c) Z. Yavru; Douglas; A. Pérez; A. Behich; Flávio; J. Pelupessy; Serginho; M. S. Suleymanov; F. Diabaté; S. Doukara
21/22,Round 4,13/09/21,Gaziantep,Antalyaspor,2,0,6.91,6.66,4-3-1-2,4-2-3-1,(c) G. Güvenç; S. Kitsiou; S. Caulker; P. Djilobodji; H. I. Pehlivan; J. Figueiredo; A. Merkel; Á. Sagal; J. Junior; M. Demir; R. Niyaz,R. Boffin; B. Balcı; V. Sarı; Naldo; G. Vural; A. Poli; (c) N. Şahin; G. Bayrakdar; D. Milošević; P. Mukairu; H. Wright
21/22,Round 3,27/08/21,Antalyaspor,Rizespor,3,2,6.75,6.64,4-2-3-1,4-2-3-1,R. Boffin; B. Balcı; V. Sarı; Naldo; G. Vural; A. Poli; (c) N. Şahin; G. Bayrakdar; D. Milošević; P. Mukairu; H. Wright,G. Akkan; F. Baiano; (c) G. Gönül; S. Holmén; C. Sertel; D. Djoković; Y. Pehlivan; T. Boyd; E. Sabo; A. Potuk; B. Dabo
21/22,Round 3,27/08/21,Adana DS,Konyaspor,1,1,6.74,6.85,4-3-3,4-3-3,A. Murić; J. Svensson; S. Güler; T. T. Sanuç; K. Kanak; (c) Y. Belhanda; B. Stambouli; L. Castro; S. Şahintürk; M. Balotelli; B. Assombalonga,(c) I. Šehić; N. Skubic; A. Çalık; A. Bardakcı; G. H. Sityá; S. Dikmen; A. Hadžiahmetović; P. Mpoku; E. Çekiçi; S. Cikalleshi; Z. Bytyqi
21/22,Round 3,28/08/21,Başakşehir,Kayserispor,0,1,6.83,6.89,4-2-3-1,4-4-1-1,V. Babacan; J. Caiçara; L. Duarte; R. Tagir; L. Lima; Y. Ndayishimiye; (c) M. Tekdemir; E. Višća; B. Özcan; D. Aleksić; F. Gulbrandsen,S. Lung Jr.; R. Civelek; (c) U. Demirok; D. Kolovetsios; L. Carole; E. Başsan; İ. Akdağ; J. Attamah; M. Thiam; B. Mensah; G. Sazdağı
21/22,Round 3,28/08/21,Yeni Malatyaspor,Gaziantep,2,0,7.07,6.72,3-5-2,3-4-1-2,A. Damlu; S. Kaya; Wallace; S. Çiftpınar; M. Eskihellaç; S. Mallan; J. Nshimirimana; R. Aabid; O. Haddadi; (c) A. Büyük; B. Tetteh,(c) G. Güvenç; E. Ersoy; P. Djilobodji; A. Toșca; S. Kitsiou; A. Merkel; J. Junior; H. Mendyl; R. Niyaz; J. Figueiredo; Á. Sagal
21/22,Round 3,28/08/21,Beşiktaş,Karagümrük,1,0,6.94,6.72,4-2-3-1,4-3-3,E. Destanoğlu; V. Rosier; Welinton; (c) D. Vida; R. Yılmaz; S. Uçan; Souza; R. Ghezzal; A. Teixeira; C. Larin; M. Batshuayi,E. Viviano; V. E. Hedenstad; M. Benatia; E. Zukanović; J. Balkovec; J. Durmaz; (c) L. Biglia; E. Öztümer; A. Musa; A. Pešić; K. Frei
21/22,Round 3,28/08/21,Hatayspor,Alanyaspor,5,0,7.18,6.41,4-2-3-1,3-4-1-2,M. Mohamedi; K. A. Çörekçi; F. Kurucuk; S. Falette; S. Adekugbe; O. Ergün; R. Ribeiro; S. Lobjanidze; A. Traoré; A. E. Kaabi; (c) M. B. Diouf,S. Kırıntılı; F. Aksoy; N. Milunović; T. Bingöl; Juanfran; L. Fer; U. Güneş; C. Borja; Davidson; (c) D. Candeias; J. Novais
21/22,Round 3,29/08/21,Kasımpaşa,Galatasaray,2,2,6.99,6.6,4-2-3-1,4-1-4-1,E. Taşkıran; F. Hadergjonaj; J. Bruma; T. Serbest; E. Elmalı; (c) L. Sadiku; M. Trávník; Y. Erdoğan; H. Hajradinović; K. Varga; N. Jørgensen,(c) F. Muslera; S. Boey; C. Luyindama; V. Nelsson; P. v. Aanholt; B. Kutlu; B. A. Yılmaz; O. Moruțan; A. Cicâldău; K. Aktürkoğlu; M. Diagne
21/22,Round 3,29/08/21,Sivasspor,Göztepe,2,2,6.75,6.78,4-2-3-1,4-2-2-2,M. Yıldırım; A. Oğuz; D. Goutas; S. Camara; U. Çiftçi; O. Azubuike; (c) H. Arslan; O. Kayode; F. Fajr; M. Gradel; L. James,İ. C. Eğribayat; M. Paluli; K. Alıcı; K. Demirtaş; B. Emir; O. Nwobodo; S. Aydoğdu; (c) H. Akbunar; M. Baku; C. Ndiaye; A. Jahović
21/22,Round 3,29/08/21,Altay,Fenerbahçe,0,2,6.54,6.91,5-4-1,3-4-3,M. Lis; C. Karayel; E. Björkander; K. Thiam; (c) İ. Öztürk; M. Akça; L. Kappel; A. B. Poko; C. Pinares; M. Naderi; D. K. Bamba,A. Bayındır; M. Tisserand; M. Kim; A. Szalai; N. Sangaré; J. Sosa; (c) L. Gustavo; F. Kadıoğlu; B. Osayi-Samuel; Enner Valencia; M. Gümüşkaya
21/22,Round 3,29/08/21,Giresunspor,Trabzonspor,0,1,6.74,7.01,4-1-4-1,4-2-3-1,O. Kocuk; (c) Z. Yavru; Douglas; A. Pérez; A. Behich; J. Pelupessy; Serginho; F. Diabaté; Flávio; E. Taşdemir; M. U. Nayir,(c) U. Çakır; S. Asan; E. Ié; V. Hugo; İ. Köybaşı; B. A. Özdemir; M. Hamšík; A. Ömür; A. Bakasetas; A. N. Nwakaeme; T. Djaniny
21/22,Round 2,20/08/21,Kayserispor,Adana DS,1,1,6.9,6.85,4-4-1-1,4-2-3-1,S. Lung Jr.; R. Civelek; U. Demirok; D. Kolovetsios; L. Carole; E. Başsan; İ. Akdağ; J. Attamah; C. Mané; G. Sazdağı; (c) İ. Parlak,A. Murić; J. Svensson; T. T. Sanuç; J. K. Rassoul; K. Kanak; S. Kurt; (c) G. Inler; D. Babajide; Y. Belhanda; L. Castro; M. Balotelli
21/22,Round 2,21/08/21,Rizespor,Karagümrük,0,0,6.96,6.89,4-2-3-1,4-2-3-1,G. Akkan; F. Baiano; (c) G. Gönül; S. Holmén; C. Sertel; D. Djoković; Y. Pehlivan; R. Mendes; B. Dabo; A. Potuk; E. Sabo,E. Viviano; V. E. Hedenstad; M. Benatia; E. Zukanović; J. Balkovec; (c) L. Biglia; E. Tatlı; A. Musa; E. Öztümer; K. Frei; A. Pešić
21/22,Round 2,21/08/21,Kasımpaşa,Giresunspor,2,0,7.05,6.47,4-2-3-1,4-1-4-1,E. Taşkıran; F. Hadergjonaj; J. Bruma; T. Serbest; M. B. Ouanes; (c) L. Sadiku; V. Eysseric; Y. Erdoğan; H. Hajradinović; K. Varga; N. Jørgensen,O. Kocuk; Z. Yavru; Douglas; A. Pérez; E. Taşdemir; J. Pelupessy; Serginho; H. Traoré; Flávio; F. Diabaté; (c) I. Baldé
21/22,Round 2,21/08/21,Alanyasporx2,Altay,1,4,6.38,7.02,3-4-3,5-4-1,S. Kırıntılı; F. Aksoy; N. Milunović; M. Mevlja; D. Candeias; U. Güneş; A. Ildız; C. Borja; (c) E. Karaca; F. Diédhiou; E. Bekiroğlu,M. Lis; C. Karayel; K. Thiam; (c) İ. Öztürk; M. Akça; M. Naderi; L. Kappel; A. B. Poko; C. Pinares; M. Rodríguez; D. K. Bamba
21/22,Round 2,21/08/21,Gaziantep,Beşiktaş,0,0,6.85,6.74,3-4-1-2,4-1-4-1,(c) G. Güvenç; E. Ersoy; P. Djilobodji; A. Toșca; S. Kitsiou; J. Junior; A. Merkel; H. Mendyl; R. Niyaz; J. Figueiredo; N. Dicko,E. Destanoğlu; V. Rosier; Welinton; D. Vida; F. N'Sakala; Souza; R. Ghezzal; S. Uçan; (c) A. Hutchinson; G. N'Koudou; K. Karaman
21/22,Round 2,22/08/21,Konyaspor,Başakşehir,2,1,7.08,6.71,4-3-3,4-2-3-1,(c) I. Šehić; N. Skubic; A. Çalık; A. Bardakcı; G. H. Sityá; S. Dikmen; A. Hadžiahmetović; P. Mpoku; E. Çekiçi; S. Cikalleshi; Z. Bytyqi,(c) V. Babacan; J. Caiçara; L. Duarte; R. Tagir; L. Lima; Y. Ndayishimiye; T. Ciğerci; D. Türüç; P. Žulj; D. Aleksić; F. Gulbrandsen
21/22,Round 2,22/08/21,Fenerbahçe,Antalyaspor,2,0,7.31,6.56,3-4-3,4-2-3-1,A. Bayındır; M. Tisserand; M. Kim; A. Szalai; N. Sangaré; J. Sosa; (c) L. Gustavo; F. Kadıoğlu; B. Osayi-Samuel; M. Samatta; M. Gümüşkaya,R. Boffin; B. Balcı; V. Sarı; Naldo; G. Vural; A. Poli; (c) N. Şahin; H. Ghacha; Fredy; A. d. Silva; H. Wright
21/22,Round 2,22/08/21,Göztepe,Yeni Malatyaspor,0,1,6.89,6.88,4-2-3-1,3-5-2,İ. C. Eğribayat; M. Paluli; D. Arslanagić; A. Nukan; B. Emir; O. Nwobodo; S. Aydoğdu; (c) H. Akbunar; B. Şimşek; C. Ndiaye; A. Jahović,E. Özbir; S. Kaya; Wallace; O. Haddadi; M. Eskihellaç; S. Mallan; J. Nshimirimana; R. Aabid; K. Hafez; (c) A. Büyük; B. Tetteh
21/22,Round 2,23/08/21,Trabzonspor,Sivasspor,2,1,6.78,6.79,4-2-3-1,4-3-3,(c) U. Çakır; B. Peres; E. Ié; V. Hugo; İ. Köybaşı; B. A. Özdemir; M. Hamšík; Gervinho; A. Bakasetas; A. N. Nwakaeme; T. Djaniny,A. Ş. Vural; A. Oğuz; C. Osmanpaşa; S. Camara; U. Çiftçi; F. Fajr; O. Azubuike; (c) H. Arslan; O. Kayode; M. Yatabaré; M. Gradel
21/22,Round 2,23/08/21,Galatasaray,Hatayspor,2,1,6.84,6.68,4-1-4-1,4-2-3-1,(c) F. Muslera; S. Boey; C. Luyindama; V. Nelsson; P. v. Aanholt; T. Antalyalı; S. Feghouli; B. Kutlu; A. Cicâldău; K. Aktürkoğlu; M. Diagne,M. Mohamedi; K. A. Çörekçi; F. Kurucuk; S. Falette; S. Adekugbe; M. Boudjemaa; R. Ribeiro; S. Lobjanidze; E. Çolak; D. Saint-Louis; (c) M. B. Diouf
21/22,Round 1,13/08/21,Beşiktaş,Rizespor,3,0,7.13,6.53,4-1-4-1,4-1-4-1,E. Destanoğlu; V. Rosier; D. Vida; Welinton; F. N'Sakala; Souza; R. Ghezzal; (c) A. Hutchinson; S. Uçan; G. N'Koudou; K. Karaman,G. Akkan; F. Baiano; (c) S. Ay; S. Holmén; C. Sertel; D. Djoković; R. Mendes; B. Dabo; E. Sabo; A. Potuk; L. Rémy
21/22,Round 1,14/08/21,Karagümrük,Gaziantep,3,2,6.77,6.61,4-2-3-1,5-3-2,E. Viviano; V. E. Hedenstad; M. Benatia; E. Zukanović; J. Balkovec; (c) L. Biglia; E. Tatlı; A. Musa; E. Öztümer; K. Frei; A. Pešić,(c) G. Güvenç; P. Olkowski; E. Ersoy; P. Djilobodji; U. Zengin; H. Mendyl; R. Niyaz; J. Junior; F. Soyalp; Á. Sagal; N. Dicko
21/22,Round 1,14/08/21,Altay,Kayserispor,3,0,7.41,6.54,5-4-1,4-4-1-1,M. Lis; C. Karayel; K. Thiam; (c) İ. Öztürk; M. Akça; M. Naderi; L. Kappel; A. B. Poko; C. Pinares; M. Rodríguez; D. K. Bamba,D. Alemdar; O. Bulut; (c) D. Kolovetsios; M. Hosseini; L. Carole; Z. Kvržić; İ. Akdağ; D. Avramovski; M. Cardoso; E. Başsan; M. Pektemek
21/22,Round 1,14/08/21,Hatayspor,Kasımpaşa,1,1,6.9,6.69,4-2-3-1,4-2-3-1,M. Mohamedi; K. A. Çörekçi; O. Ergün; B. Öksüz; S. Adekugbe; M. Boudjemaa; R. Ribeiro; D. Saint-Louis; E. Çolak; M. Kamara; (c) M. B. Diouf,H. Tekin; F. Hadergjonaj; J. Bruma; T. Serbest; M. B. Ouanes; V. Eysseric; (c) L. Sadiku; Y. Erdoğan; H. Hajradinović; K. Varga; U. Bozok
21/22,Round 1,15/08/21,Başakşehir,Alanyaspor,0,1,6.85,7.02,4-2-3-1,3-4-1-2,V. Babacan; Ö. A. Şahiner; L. Duarte; R. Tagir; L. Lima; Y. Ndayishimiye; T. Ciğerci; (c) E. Višća; B. Özcan; D. Aleksić; F. Gulbrandsen,S. Kırıntılı; F. Aksoy; N. Milunović; M. Mevlja; D. Candeias; M. Siopis; U. Güneş; C. Borja; (c) E. Karaca; F. Diédhiou; Davidson
21/22,Round 1,15/08/21,Adana DS,Fenerbahçe,0,1,6.91,7.11,4-2-3-1,3-4-2-1,A. Murić; J. Svensson; T. T. Sanuç; J. K. Rassoul; K. Kanak; (c) G. Inler; S. Kurt; D. Babajide; Y. Belhanda; L. Castro; M. Balotelli,A. Bayındır; M. Tisserand; A. Szalai; F. Novák; B. Osayi-Samuel; M. Zajc; L. Gustavo; F. Kadıoğlu; İ. C. Kahveci; (c) M. Özil; M. Samatta
21/22,Round 1,15/08/21,Antalyaspor,Göztepe,1,1,6.69,6.75,4-2-3-1,4-2-3-1,R. Boffin; B. Balcı; V. Sarı; Naldo; G. Vural; A. Poli; (c) N. Şahin; H. Ghacha; Fredy; P. Mukairu; H. Wright,İ. C. Eğribayat; M. Paluli; D. Arslanagić; A. Nukan; B. Emir; O. Nwobodo; S. Aydoğdu; (c) H. Akbunar; D. Tijanič; C. Ndiaye; A. Jahović
21/22,Round 1,16/08/21,Sivasspor,Konyaspor,0,1,6.78,7.11,4-3-3,4-3-3,A. Ş. Vural; A. Oğuz; K. Altınay; C. Osmanpaşa; U. Çiftçi; (c) H. Arslan; I. Cofie; F. Fajr; O. Kayode; L. James; M. Gradel,(c) I. Šehić; N. Skubic; A. Çalık; A. Bardakcı; G. H. Sityá; S. Dikmen; A. Hadžiahmetović; P. Mpoku; E. Çekiçi; S. Cikalleshi; Z. Bytyqi
21/22,Round 1,16/08/21,Yeni Malatyaspor,Trabzonspor,1,5,6.54,7.19,3-5-2,4-3-3,E. Özbir; S. Kaya; Wallace; O. Haddadi; M. Eskihellaç; S. Mallan; B. Çağıran; R. Aabid; K. Hafez; (c) A. Büyük; B. Tetteh,(c) U. Çakır; B. Peres; E. Ié; V. Hugo; İ. Köybaşı; A. Bakasetas; B. A. Özdemir; M. Hamšík; Gervinho; T. Djaniny; A. N. Nwakaeme
21/22,Round 1,16/08/21,Giresunspor,Galatasaray,0,2,6.57,6.89,4-1-4-1,4-3-3,O. Kocuk; Z. Yavru; Douglas; A. Pérez; H. Tut; J. Pelupessy; H. Bilazer; Flávio; Y. Sankharé; Serginho; (c) I. Baldé,(c) F. Muslera; S. Boey; C. Luyindama; Marcão; P. v. Aanholt; B. Kutlu; T. Antalyalı; A. Cicâldău; S. Feghouli; M. Diagne; K. Aktürkoğlu
