Team Name,Player Name,Age,Market Value
Hatayspor,Yassine Benzia,30,1.20 mil. €
Fenerbahçe,Altay Bayındır,26,10.00 mil. €
Yeni Malatyaspor,Abdulsamed Damlu,25,275 bin €
Sivasspor,Max Gradel,37,650 bin €
Fatih Karagümrük,Emiliano Viviano,39,-
Fenerbahçe,Serdar Aziz,34,200 bin €
Fenerbahçe,Ferdi Kadıoğlu,25,30.00 mil. €
Başakşehir FK,Junior Caiçara,35,-
Giresunspor,Alexis Pérez,30,2.50 mil. €
Fenerbahçe,Serdar Dursun,33,400 bin €
Hatayspor,Mame Biram Diouf,37,100 bin €
Başakşehir FK,Alexandru Epureanu,38,-
Trabzonspor,Abdülkadir Ömür,25,7.00 mil. €
Çaykur Rizespor,Emirhan Topçu,24,5.00 mil. €
Kayserispor,Andrea Bertolacci,33,250 bin €
Konyaspor,Endri Çekiçi,28,1.00 mil. €
Alanyaspor,Chidozie Awaziem,27,2.00 mil. €
Alanyaspor,João Novais,31,700 bin €
Alanyaspor,Davidson,33,750 bin €
Giresunspor,Chiquinho,29,4.50 mil. €
Giresunspor,Mehmet Umut Nayir,31,850 bin €
Başakşehir FK,Serdar Gürler,33,500 bin €
Başakşehir FK,Deniz Türüç,31,1.50 mil. €
Galatasaray,Bafetimbi Gomis,39,-
Gaziantep FK,Papy Djilobodji,36,300 bin €
Sivasspor,Dimitris Goutas,N/A,N/A
Giresunspor,Zeki Yavru,33,350 bin €
Beşiktaş,Souza,47,-
Antalyaspor,Haji Wright,26,7.00 mil. €
Galatasaray,Patrick van Aanholt,34,900 bin €
Giresunspor,Flávio,50,-
Altay,Mateusz Lis,27,1.80 mil. €
Yeni Malatyaspor,Mehdi Zeffane,32,400 bin €
Alanyaspor,Oğuz Aydın,24,6.00 mil. €
Fenerbahçe,José Sosa,39,150 bin €
Galatasaray,Erick Pulgar,30,5.00 mil. €
Çaykur Rizespor,Tarik Çetin,27,200 bin €
Fenerbahçe,Mesut Özil,36,-
Konyaspor,Marin Aničić,35,-
Gaziantep FK,Ekrem Kılıçarslan,27,100 bin €
Kayserispor,Cenk Gönen,36,-
Antalyaspor,Nuri Şahin,36,-
Başakşehir FK,Volkan Babacan,36,50 bin €
Alanyaspor,Serkan Kırıntılı,39,-
Trabzonspor,Bruno Peres,34,250 bin €
Başakşehir FK,Léo Duarte,28,3.00 mil. €
Fenerbahçe,Miha Zajc,30,1.80 mil. €
Alanyaspor,Nemanja Milunović,35,50 bin €
Galatasaray,Fernando Muslera,38,1.00 mil. €
Galatasaray,Omar Elabdellaoui,33,250 bin €
Başakşehir FK,Mahmut Tekdemir,36,25 bin €
Kayserispor,Mame Thiam,32,2.40 mil. €
Çaykur Rizespor,Joel Pohjanpalo,30,5.00 mil. €
Antalyaspor,Güray Vural,36,150 bin €
Fatih Karagümrük,Emre Mor,27,1.10 mil. €
Hatayspor,Onur Ergün,32,500 bin €
Konyaspor,Zymer Bytyqi,28,2.80 mil. €
Yeni Malatyaspor,Ertaç Özbir,35,300 bin €
Beşiktaş,Francisco Montero,25,2.00 mil. €
Göztepe,Atınç Nukan,31,250 bin €
Beşiktaş,Michy Batshuayi,31,7.00 mil. €
Kayserispor,Bilal Bayazit,25,2.20 mil. €
Giresunspor,Okan Kocuk,29,1.70 mil. €
Beşiktaş,Welinton,35,100 bin €
Hatayspor,Munir Mohamedi,N/A,N/A
Trabzonspor,Djaniny,33,2.50 mil. €
Sivasspor,Mustapha Yatabaré,38,50 bin €
Antalyaspor,Naldo,39,12.00 mil. €
Hatayspor,Ayoub El Kaabi,31,5.00 mil. €
Trabzonspor,Stefano Denswil,31,2.10 mil. €
Alanyaspor,Emirhan Aydoğan,27,250 bin €
Beşiktaş,Domagoj Vida,35,900 bin €
Galatasaray,Mostafa Mohamed,27,6.00 mil. €
Trabzonspor,Andreas Cornelius,31,900 bin €
Fenerbahçe,Enner Valencia,35,2.00 mil. €
Altay,Martín Rodríguez,33,100 bin €
Sivasspor,Pedro Henrique,18,9.00 mil. €
Galatasaray,Kerem Aktürkoğlu,26,25.00 mil. €
Fatih Karagümrük,Fabio Borini,33,900 bin €
Adana Demirspor,Benjamin Stambouli,34,500 bin €
Kasımpaşa,Florent Hadergjonaj,30,1.60 mil. €
Giresunspor,Magomed Shapi Suleymanov,N/A,N/A
Galatasaray,Marcão,28,4.00 mil. €
Adana Demirspor,Yunus Akgün,24,11.00 mil. €
Antalyaspor,Fredy,38,-
Trabzonspor,Ahmetcan Kaplan,21,6.00 mil. €
Alanyaspor,Famara Diédhiou,32,400 bin €
Konyaspor,Nejc Skubic,35,-
Alanyaspor,Daniel Candeias,36,50 bin €
Altay,Serge Aka,37,-
Başakşehir FK,Hasan Ali Kaldırım,35,100 bin €
Fenerbahçe,Min-jae Kim,28,45.00 mil. €
Göztepe,Cherif Ndiaye,28,4.00 mil. €
Kayserispor,Silviu Lung Jr.,35,150 bin €
Fatih Karagümrük,Ervin Zukanović,37,-
Gaziantep FK,Ertuğrul Ersoy,27,600 bin €
Çaykur Rizespor,Gökhan Gönül,39,-
Altay,Murat Akça,34,50 bin €
Alanyaspor,Juanfran,39,-
Göztepe,Soner Aydoğdu,33,125 bin €
Sivasspor,Caner Osmanpaşa,36,100 bin €
Çaykur Rizespor,Ronaldo Mendes,32,100 bin €
Yeni Malatyaspor,Sadık Çiftpınar,31,200 bin €
Antalyaspor,Luiz Adriano,37,250 bin €
Kayserispor,Uğur Demirok,36,25 bin €
Gaziantep FK,Stelios Kitsiou,31,500 bin €
Kayserispor,Onur Bulut,30,1.40 mil. €
Konyaspor,Sokol Cikalleshi,34,400 bin €
Antalyaspor,Veysel Sarı,36,150 bin €
Hatayspor,Kahraba,30,800 bin €
Galatasaray,Radamel Falcao,38,300 bin €
Altay,Onur Efe,22,100 bin €
Alanyaspor,Efecan Karaca,35,350 bin €
Fatih Karagümrük,Aleksandar Pešić,32,700 bin €
Kayserispor,Emrah Başsan,32,450 bin €
Trabzonspor,Hüseyin Türkmen,26,175 bin €
Fenerbahçe,Bright Osayi-Samuel,26,8.00 mil. €
Kasımpaşa,Doğucan Haspolat,24,4.00 mil. €
Gaziantep FK,Günay Güvenç,33,500 bin €
Kayserispor,Mario Gavranović,35,-
Çaykur Rizespor,Yusuf Sarı,26,3.80 mil. €
Adana Demirspor,Tayyip Talha Sanuç,25,2.80 mil. €
Trabzonspor,Vitor Hugo,19,20.00 mil. €
Alanyaspor,Furkan Bayır,24,1.50 mil. €
Yeni Malatyaspor,Benjamin Tetteh,27,1.00 mil. €
Alanyaspor,Fatih Aksoy,27,1.40 mil. €
Gaziantep FK,Furkan Soyalp,29,600 bin €
Fatih Karagümrük,Kristijan Bistrović,26,1.80 mil. €
Konyaspor,Ahmed Hassan,31,900 bin €
Kayserispor,Majid Hosseini,28,1.40 mil. €
Beşiktaş,Emirhan İlkhan,20,2.50 mil. €
Kayserispor,Mert Çetin,27,550 bin €
Fenerbahçe,Nazım Sangaré,30,400 bin €
Çaykur Rizespor,Sebastian Holmén,32,500 bin €
Göztepe,Berkan Emir,36,-
Fenerbahçe,Luiz Gustavo,37,300 bin €
Giresunspor,Mamadou Diarra,29,2.00 mil. €
Başakşehir FK,Muhammed Şengezer,27,2.00 mil. €
Fenerbahçe,Diego Rossi,26,8.00 mil. €
Gaziantep FK,João Figueiredo,28,2.30 mil. €
Hatayspor,Kamil Ahmet Çörekçi,32,200 bin €
Giresunspor,Hamidou Traoré,28,800 bin €
Fatih Karagümrük,Samed Onur,22,350 bin €
Sivasspor,Aaron Appindangoyé,32,700 bin €
Kasımpaşa,Nabil Dirar,38,50 bin €
Adana Demirspor,Jonas Svensson,31,1.70 mil. €
Beşiktaş,Güven Yalçın,25,1.20 mil. €
Beşiktaş,Rıdvan Yılmaz,23,4.50 mil. €
Galatasaray,Sofiane Feghouli,35,300 bin €
Hatayspor,Sam Adekugbe,29,1.00 mil. €
Başakşehir FK,Berkay Özcan,26,2.70 mil. €
Kayserispor,Abdulkadir Parmak,29,175 bin €
Galatasaray,Alexandru Cicâldău,27,2.50 mil. €
Sivasspor,Muammer Yıldırım,34,25 bin €
Fenerbahçe,Marcel Tisserand,31,1.80 mil. €
Sivasspor,Ahmet Oğuz,31,600 bin €
Galatasaray,Halil Dervişoğlu,25,900 bin €
Göztepe,Obinna Nwobodo,28,3.00 mil. €
Fenerbahçe,Filip Novák,34,200 bin €
Kasımpaşa,Awer Mabil,29,300 bin €
Kayserispor,Campanharo,32,600 bin €
Gaziantep FK,Recep Niyaz,29,500 bin €
Gaziantep FK,Steven Caulker,32,600 bin €
Antalyaspor,Doğukan Sinik,25,2.00 mil. €
Alanyaspor,Erencan Yardımcı,22,3.00 mil. €
Galatasaray,Christian Luyindama,30,150 bin €
Başakşehir FK,Stefano Okaka,35,300 bin €
Adana Demirspor,Damjan Đoković,N/A,N/A
Gaziantep FK,Ángelo Sagal,31,550 bin €
Kasımpaşa,Jeffrey Bruma,33,250 bin €
Beşiktaş,Necip Uysal,33,550 bin €
Kasımpaşa,Harun Tekin,35,25 bin €
Başakşehir FK,Danijel Aleksić,33,700 bin €
Yeni Malatyaspor,Buğra Çağıran,29,275 bin €
Çaykur Rizespor,Cemali Sertel,24,1.00 mil. €
Sivasspor,Erdoğan Yeşilyurt,31,1.20 mil. €
Beşiktaş,Atiba Hutchinson,41,-
Galatasaray,Victor Nelsson,26,14.00 mil. €
Giresunspor,Sergen Piçinciol,29,500 bin €
Fatih Karagümrük,Burak Bekaroğlu,27,300 bin €
Fenerbahçe,Mbwana Ally Samatta,32,1.00 mil. €
Çaykur Rizespor,Fernando Boldrin,35,-
Çaykur Rizespor,Aminu Umar,29,-
Antalyaspor,Admir Mehmedi,33,-
Çaykur Rizespor,Lebogang Phiri,30,150 bin €
Altay,Leandro Kappel,35,75 bin €
Giresunspor,Serginho,53,-
Trabzonspor,Berat Ayberk Özdemir,26,4.80 mil. €
Kayserispor,Mustafa Pektemek,36,50 bin €
Beşiktaş,Ersin Destanoğlu,23,2.00 mil. €
Göztepe,Halil Akbunar,31,1.00 mil. €
Antalyaspor,Alassane Ndao,28,1.30 mil. €
Sivasspor,Samba Camara,32,250 bin €
Kasımpaşa,Haris Hajradinović,30,2.00 mil. €
Giresunspor,Hayrullah Bilazer,29,225 bin €
Kasımpaşa,Ryan Donk,38,-
Altay,Thaciano,29,2.00 mil. €
Başakşehir FK,Ravil Tagir,21,2.20 mil. €
Alanyaspor,Tayfur Bingöl,31,550 bin €
Kayserispor,İbrahim Akdağ,33,100 bin €
Yeni Malatyaspor,Mounir Chouiar,25,3.00 mil. €
Yeni Malatyaspor,Wallace,84,-
Adana Demirspor,Simon Deli,33,200 bin €
Antalyaspor,Sherel Floranus,26,750 bin €
Fenerbahçe,Mergim Berisha,26,7.00 mil. €
Altay,Khaly Thiam,30,250 bin €
Beşiktaş,Georges-Kévin N'Koudou,29,5.00 mil. €
Gaziantep FK,Luka Stankovski,22,800 bin €
Hatayspor,Sadik Bas,30,-
Kayserispor,Talha Karatas,21,-
Başakşehir FK,Efe Arda Koyuncu,19,75 bin €
Antalyaspor,Mustafa Erdilman,20,100 bin €
Adana Demirspor,Hijran Ali Boyaci,19,-
Gaziantep FK,Paweł Olkowski,34,150 bin €
Fenerbahçe,Çağtay Kurukalıp,22,375 bin €
Trabzonspor,Murat Cem Akpinar,25,600 bin €
Adana Demirspor,İsmail Çokçalış,24,325 bin €
Galatasaray,Alpaslan Öztürk,31,175 bin €
Konyaspor,Adil Demirbağ,27,1.80 mil. €
Galatasaray,Emre Kılınç,30,1.70 mil. €
Adana Demirspor,Britt Assombalonga,32,750 bin €
Konyaspor,Soner Dikmen,31,1.30 mil. €
Gaziantep FK,Oğuz Ceylan,34,75 bin €
Sivasspor,Uğur Çiftçi,32,1.00 mil. €
Sivasspor,Kerem Atakan Kesgin,24,900 bin €
Fatih Karagümrük,Jimmy Durmaz,35,75 bin €
Çaykur Rizespor,Selim Ay,33,25 bin €
Adana Demirspor,Younès Belhanda,34,1.20 mil. €
Galatasaray,Ömer Bayram,33,50 bin €
Hatayspor,Fatih Kurucuk,26,325 bin €
Fatih Karagümrük,Davide Biraschi,30,700 bin €
Yeni Malatyaspor,Karim Hafez,28,500 bin €
Galatasaray,Berkan Kutlu,26,3.80 mil. €
Sivasspor,Leke James,32,50 bin €
Konyaspor,Paul-José Mpoku,32,700 bin €
Göztepe,Franco Di Santo,35,75 bin €
Fenerbahçe,Attila Szalai,26,2.00 mil. €
Trabzonspor,Manolis Siopis,30,3.00 mil. €
Gaziantep FK,Doğan Erdoğan,28,325 bin €
Galatasaray,Olimpiu Moruțan,25,3.00 mil. €
Hatayspor,Bertuğ Yıldırım,22,3.00 mil. €
Göztepe,Dino Arslanagić,31,500 bin €
Alanyaspor,Efkan Bekiroğlu,29,1.80 mil. €
Yeni Malatyaspor,Nouha Dicko,32,400 bin €
Gaziantep FK,Jefferson Junior,41,-
Antalyaspor,Ruud Boffin,37,-
Adana Demirspor,Gökhan Inler,40,-
Kasımpaşa,Eren Elmalı,24,4.00 mil. €
Kasımpaşa,Tarkan Serbest,30,300 bin €
Kayserispor,Hayrullah Erkip,21,100 bin €
Altay,İbrahim Öztürk,43,-
Kasımpaşa,Erdem Canpolat,23,800 bin €
Alanyaspor,Yusuf Karagöz,25,50 bin €
Giresunspor,Onurcan Piri,30,200 bin €
Trabzonspor,Yusuf Erdoğan,32,500 bin €
Sivasspor,Fredrik Ulvestad,32,400 bin €
Antalyaspor,Fedor Kudryashov,37,-
Adana Demirspor,Alper Uludağ,34,100 bin €
Kasımpaşa,Ertuğrul Taşkıran,35,75 bin €
Beşiktaş,Valentin Rosier,28,2.50 mil. €
Altay,André Poko,31,450 bin €
Altay,César Pinares,33,450 bin €
Alanyaspor,Cristián Borja,31,2.00 mil. €
Fenerbahçe,Berke Özer,24,3.50 mil. €
Altay,Deniz Kadah,38,25 bin €
Trabzonspor,Anders Trondsen,29,450 bin €
Sivasspor,Jorge Félix,33,300 bin €
Sivasspor,Ziya Erdal,36,50 bin €
Kayserispor,Manuel Fernandes,38,-
Gaziantep FK,Mustafa Burak Bozan,24,50 bin €
Hatayspor,Burak Öksüz,28,550 bin €
Kasımpaşa,Loret Sadiku,33,300 bin €
Yeni Malatyaspor,Didier N'Dong,N/A,N/A
Sivasspor,Isaac Cofie,33,75 bin €
Adana Demirspor,Joher Khadim Rassoul,28,400 bin €
Konyaspor,Oğulcan Ülgün,26,1.00 mil. €
Giresunspor,Douglas,26,45.00 mil. €
Başakşehir FK,Lucas Lima,34,550 bin €
Adana Demirspor,Sinan Kurt,29,550 bin €
Göztepe,Oussama Tannane,30,1.60 mil. €
Fatih Karagümrük,Derrick Luckassen,29,1.00 mil. €
Beşiktaş,Oğuzhan Özyakup,32,-
Fatih Karagümrük,Salih Dursun,33,75 bin €
Hatayspor,Mehdi Boudjemaa,26,550 bin €
Konyaspor,Amar Rahmanović,30,1.50 mil. €
Antalyaspor,Paul Mukairu,24,700 bin €
Altay,Erdem Ozcan,22,50 bin €
Hatayspor,Muhammed Mert,29,100 bin €
Antalyaspor,Hakan Özmert,39,-
Hatayspor,Mohammed Kamara,27,600 bin €
Galatasaray,Mbaye Diagne,33,1.50 mil. €
Gaziantep FK,Muhammet Demir,32,-
Hatayspor,Saba Lobjanidze,30,4.00 mil. €
Kasımpaşa,Nicolai Jørgensen,33,-
Göztepe,Makana Baku,26,500 bin €
Gaziantep FK,Alin Toșca,32,600 bin €
Göztepe,Adis Jahović,37,-
Kasımpaşa,Kevin Varga,28,500 bin €
Alanyaspor,Umut Güneş,24,2.30 mil. €
Yeni Malatyaspor,Okechukwu Azubuike,27,250 bin €
Giresunspor,Fousseni Diabaté,29,1.20 mil. €
Beşiktaş,Cyle Larin,29,3.50 mil. €
Başakşehir FK,Nacer Chadli,35,300 bin €
Adana Demirspor,Birkir Bjarnason,36,300 bin €
Antalyaspor,Andrea Poli,35,150 bin €
Konyaspor,Konrad Michalak,27,1.00 mil. €
Antalyaspor,Bünyamin Balcı,24,2.00 mil. €
Başakşehir FK,Fredrik Gulbrandsen,32,900 bin €
Alanyaspor,Wilson Eduardo,34,75 bin €
Galatasaray,Ryan Babel,38,-
Altay,Daouda Karamoko Bamba,29,50 bin €
Beşiktaş,Kenan Karaman,30,2.50 mil. €
Kasımpaşa,Uroš Spajić,31,1.50 mil. €
Adana Demirspor,Semih Güler,30,800 bin €
Göztepe,David Tijanič,27,1.40 mil. €
Beşiktaş,Can Bozdoğan,23,4.50 mil. €
Beşiktaş,Alex Teixeira,34,300 bin €
Kasımpaşa,Rayane Aabid,32,125 bin €
Kasımpaşa,Mamadou Fall,32,850 bin €
Kayserispor,Jocelyn Janneh,22,800 bin €
Kayserispor,Zoran Kvržić,36,100 bin €
Hatayspor,Engin Aksoy,N/A,N/A
Hatayspor,Eray Akar,21,50 bin €
Kayserispor,Ethem Balci,21,50 bin €
Göztepe,Cengizhan Sen,19,-
Sivasspor,Emirhan Tak,21,-
Çaykur Rizespor,Zafer Görgen,24,400 bin €
Yeni Malatyaspor,Mustafa Eskihellaç,27,1.30 mil. €
Altay,Ahmed Yasser Rayan,26,800 bin €
Alanyaspor,Leroy Fer,34,200 bin €
Galatasaray,DeAndre Yedlin,31,2.00 mil. €
Fatih Karagümrük,Jure Balkovec,30,1.10 mil. €
Çaykur Rizespor,Papiss Demba Cissé,39,-
Galatasaray,Sacha Boey,24,18.00 mil. €
Kayserispor,Olivier Kemen,28,2.20 mil. €
Başakşehir FK,Pizzi,35,600 bin €
Galatasaray,Oğulcan Çağlayan,28,450 bin €
Kayserispor,Joseph Attamah,30,500 bin €
Göztepe,Aytaç Kara,31,1.20 mil. €
Gaziantep FK,Amedej Vetrih,34,-
Sivasspor,Ali Şaşal Vural,34,175 bin €
Fatih Karagümrük,Medhi Benatia,37,-
Fatih Karagümrük,Vato Arveladze,26,50 bin €
Başakşehir FK,Peter Žulj,31,600 bin €
Çaykur Rizespor,Bryan Dabo,32,400 bin €
Hatayspor,Dylan Saint-Louis,29,275 bin €
Çaykur Rizespor,Gökhan Akkan,29,1.00 mil. €
Altay,Ceyhun Gülselam,37,25 bin €
Beşiktaş,Umut Meraş,29,400 bin €
Trabzonspor,Gervinho,37,100 bin €
Galatasaray,Taylan Antalyalı,29,1.20 mil. €
Beşiktaş,Fabrice N'Sakala,34,100 bin €
Antalyaspor,Bahadır Öztürk,29,275 bin €
Yeni Malatyaspor,Oussama Haddadi,32,400 bin €
Adana Demirspor,Kaan Kanak,34,50 bin €
Kayserispor,Yasir Subaşı,28,75 bin €
Kayserispor,Lionel Carole,33,500 bin €
Fatih Karagümrük,Ahmed Musa,32,500 bin €
Altay,Mohammad Naderi,28,500 bin €
Alanyaspor,Khouma Babacar,31,200 bin €
Kayserispor,Anthony Uzodimma,25,300 bin €
Hatayspor,Strahil Popov,34,75 bin €
Trabzonspor,Tymoteusz Puchacz,25,1.70 mil. €
Çaykur Rizespor,Erik Sabo,33,200 bin €
Kayserispor,Carlos Mané,30,1.10 mil. €
Antalyaspor,Houssameddine Ghacha,N/A,N/A
Sivasspor,Hakan Arslan,36,100 bin €
Altay,Zeki Yildirim,33,75 bin €
Fatih Karagümrük,Vegar Eggen Hedenstad,33,250 bin €
Kasımpaşa,Michal Trávník,30,400 bin €
Sivasspor,Olarenwaju Kayode,31,500 bin €
Başakşehir FK,Emre Çolak,33,-
Çaykur Rizespor,Kubilay Kanatsızkuş,27,300 bin €
Kayserispor,Dimitris Kolovetsios,N/A,N/A
Kayserispor,Miguel Cardoso,30,2.20 mil. €
Alanyaspor,Buluthan Bulut,22,75 bin €
Konyaspor,Uğurcan Yazğılı,25,1.20 mil. €
Alanyaspor,Çağan Kayra Erciyas,21,25 bin €
Çaykur Rizespor,Eren Karadağ,24,200 bin €
Fenerbahçe,Ozan Tufan,29,2.50 mil. €
Yeni Malatyaspor,Atakan Ayna,24,-
Trabzonspor,Serkan Asan,25,250 bin €
Yeni Malatyaspor,Philip Gameli Awuku,24,400 bin €
Hatayspor,Isaac Sackey,30,300 bin €
Altay,Marco Paixão,40,50 bin €
Adana Demirspor,Lucas Castro,35,200 bin €
Başakşehir FK,Atabey Çiçek,29,225 bin €
Giresunspor,Aziz Behich,34,400 bin €
Fatih Karagümrük,Yann Karamoh,26,1.80 mil. €
Altay,Cebrail Karayel,30,150 bin €
Göztepe,İrfan Can Eğribayat,26,1.00 mil. €
Trabzonspor,Bengali-Fodé Koita,34,100 bin €
Sivasspor,Özkan Yigiter,24,175 bin €
Alanyaspor,Miha Mevlja,34,-
Altay,Eric Björkander,28,225 bin €
Kasımpaşa,Tomáš Břečka,30,150 bin €
Başakşehir FK,Şener Özbayraklı,34,-
Çaykur Rizespor,Yasin Pehlivan,35,-
Göztepe,Lourency,28,2.50 mil. €
Giresunspor,Souleymane Doukara,33,125 bin €
Kayserispor,Gökhan Sazdağı,30,1.00 mil. €
Çaykur Rizespor,Yannick Bolasie,35,250 bin €
Fatih Karagümrük,Abdoulaye Touré,30,3.00 mil. €
Yeni Malatyaspor,Stevie Mallan,28,200 bin €
Giresunspor,Joe Champness,27,225 bin €
Adana Demirspor,Tarık Çamdal,33,-
Adana Demirspor,Francis Ezeh,27,700 bin €
Göztepe,Wilker Ángel,31,250 bin €
Yeni Malatyaspor,Godfred Donsah,28,250 bin €
Galatasaray,Semih Kaya,33,-
Gaziantep FK,Alexander Merkel,32,700 bin €
Başakşehir FK,Salih Uçan,30,3.00 mil. €
Kayserispor,İlhan Parlak,37,-
Beşiktaş,Serdar Saatçı,21,3.50 mil. €
Hatayspor,Simon Falette,32,200 bin €
Giresunspor,Muhammed Gümüşkaya,23,400 bin €
Trabzonspor,Yunus Malli,32,100 bin €
Göztepe,Atakan Çankaya,26,800 bin €
Antalyaspor,Deni Milošević,29,150 bin €
Giresunspor,Emre Taşdemir,29,150 bin €
Altay,Özgür Özkaya,36,25 bin €
Göztepe,Dženan Bureković,29,-
Adana Demirspor,Metehan Mimaroğlu,30,400 bin €
Fatih Karagümrük,Münir Levent Mercan,24,2.30 mil. €
Çaykur Rizespor,Deniz Hümmet,28,2.50 mil. €
Altay,Eren Erdoğan,23,125 bin €
Göztepe,Yalçın Kayan,25,650 bin €
Giresunspor,Joey Pelupessy,31,300 bin €
Gaziantep FK,Halil Ibrahim Pehlivan,31,275 bin €
Adana Demirspor,Erhun Öztümer,33,-
Giresunspor,Ibrahima Baldé,35,-
Altay,Erhan Çelenk,35,100 bin €
Kayserispor,Ramazan Civelek,28,600 bin €
Giresunspor,Erol Can Akdag,28,200 bin €
Altay,Kâzımcan Karataş,21,1.50 mil. €
Kasımpaşa,Mickael Tirpan,31,700 bin €
Adana Demirspor,Sedat Şahintürk,28,175 bin €
Yeni Malatyaspor,Murat Akşit,22,-
Yeni Malatyaspor,Metehan Ünal,21,25 bin €
Kasımpaşa,Harun Elyesa Akaydın,19,-
Antalyaspor,Ufuk Akyol,27,850 bin €
Alanyaspor,Marafona,37,50 bin €
Kasımpaşa,Ahmet Engin,28,350 bin €
Konyaspor,Musa Çağıran,32,-
Trabzonspor,Jean Evrard Kouassi,30,800 bin €
Sivasspor,Moussa Konaté,31,-
Çaykur Rizespor,Carlos Ponck,29,600 bin €
Antalyaspor,Gökdeniz Bayrakdar,23,2.20 mil. €
Göztepe,Kerim Alıcı,27,200 bin €
Fatih Karagümrük,Adnan Uğur,23,450 bin €
Konyaspor,Barış Yardımcı,32,-
Trabzonspor,İsmail Köybaşı,35,50 bin €
Galatasaray,İsmail Çipe,29,50 bin €
Çaykur Rizespor,Eren Albayrak,33,25 bin €
Gaziantep FK,Ahmed El Messaoudi,29,700 bin €
Göztepe,Brown Ideye,36,-
Gaziantep FK,Hamza Mendyl,27,1.00 mil. €
Çaykur Rizespor,Fabricio Baiano,32,200 bin €
Adana Demirspor,Babajide David Akintola,28,1.50 mil. €
Göztepe,Kahraman Demirtaş,30,100 bin €
Galatasaray,Barış Alper Yılmaz,24,20.00 mil. €
Fatih Karagümrük,Kerim Frei,31,175 bin €
Gaziantep FK,Cenk Şahin,30,75 bin €
Gaziantep FK,Yusuf Turk,26,175 bin €
Yeni Malatyaspor,Berat Yaman,22,25 bin €
Altay,Nurettin Kucukdeniz,20,-
Altay,Tolga Ünlü,35,25 bin €
Fenerbahçe,Dimitrios Pelkas,31,1.80 mil. €
Yeni Malatyaspor,Jospin Nshimirimana,23,250 bin €
Beşiktaş,Gökhan Töre,32,75 bin €
Hatayspor,Burak Çamoğlu,28,125 bin €
Yeni Malatyaspor,Berat Mert,20,-
Galatasaray,Iñaki Peña,25,10.00 mil. €
Beşiktaş,Mehmet Topal,38,-
Konyaspor,Amilton da Silva,,-
Sivasspor,Sefa Yılmaz,34,75 bin €
Kasımpaşa,Tunay Torun,34,-
Çaykur Rizespor,Alper Potuk,33,200 bin €
Başakşehir FK,Ömer Ali Şahiner,32,400 bin €
Giresunspor,Younousse Sankharé,35,-
Hatayspor,Selimcan Temel,24,75 bin €
